# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
8244	PergeTegu	right now	nîŋ#kɛ̂w	n î ŋ # k ɛ̂ w	4 7 4 9 1 7 6	AXN_AXN	NIN_KEW	13	13.N.C 13.I.V 13.N.c 13._._ 13.K.C 13.E.V 13.W.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10038	n î ŋ # - k ɛ̂ w - - - - -
8245	TebulUre	right now	nân	n â n	4 7 4	AXN	NAN	14	14.N.C 14.A.V 14.N.c	2.0 1.5 0.8	1	10043	n â n
8246	TogoKan	right now	kà.àná#sàsàj	k àà n á # s à s à j	1 7 4 7 9 3 7 3 7 6	AXBZ_AXBYN	KANA_SASAJ	16	16.K.C 16.A.V 16.N.C 16.A.V 16._._ 16.S.C 16.A.V 16.S.C 16.A.V 16.J.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	10044	k àà n á # - - - s à s à j
8247	TommoSoTongoTongo	right now	nìmɛ̀m#sàdám	n ì m ɛ̀ m # s à d á m	4 7 4 7 4 9 3 7 1 7 4	AXBYN_AXBYN	NIMEM_SATAM	17	17.N.C 17.I.V 17.M.C 17.E.V 17.M.c 17._._ 17.S.C 17.A.V 17.T.C 17.A.V 17.M.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	10045	n ì m ɛ̀ m # s à d á m
8248	TommoSoTongoTongo	right now	ìŋù#túmɔ́#nɛ	ì ŋ ù # t ú m ɔ́ # n ɛ	7 4 7 9 1 7 4 7 9 4 7	XBZ_AXBZ_AX	INY_TYMU_NE	17	17.I.V 17.N.C 17.Y.V 17._._ 17.T.C 17.Y.V 17.M.C 17.U.V 17._._ 17.N.C 17.E.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10052	ì ŋ ù # t ú m ɔ́ # n ɛ
8249	ToroTegu	right now	nîŋ+nîŋ	n î ŋ + n î ŋ	4 7 4 9 4 7 4	AXN_AXN	NIN_NIN	18	18.N.C 18.I.V 18.N.c 18._._ 18.N.C 18.I.V 18.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10046	n î ŋ + n î ŋ
8250	YandaDom	right now	nìmɛ̀#sú+sù	n ì m ɛ̀ # s ú + s ù	4 7 4 7 9 3 7 9 3 7	AXBZ_AX_AX	NIME_SY_SY	19	19.N.C 19.I.V 19.M.C 19.E.V 19._._ 19.S.C 19.Y.V 19._._ 19.S.C 19.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	0	10047	n ì m ɛ̀ # s ú + s ù
8251	YornoSo	right now	kàná.á#sí+sàj	k à n áá # s í + s à j	1 7 4 7 9 3 7 9 3 7 6	AXBZ_AX_AXN	KANA_SI_SAJ	20	20.K.C 20.A.V 20.N.C 20.A.V 20._._ 20.S.C 20.I.V 20._._ 20.S.C 20.A.V 20.J.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0	10044	k à n áá # s í + s à - - j
#
3983	BankanTey	ring (on finger)	nà.àsà.á	n àà s à á	4 7 3 7 7	AXBYZ	NASAA	1	1.N.C 1.A.V 1.S.C 1.A.V 1.A.V	2.0 1.5 1.75 1.3 0.8	0	10053	n àà s à á - - -
3984	BenTey	ring (on finger)	nà.àsì+mɛ́.ɛ́ní.í	n àà s ì + m ɛ́ɛ́ n íí	4 7 3 7 9 4 7 4 7	AXBZ_AXBZ	NASI_MENI	2	2.N.C 2.A.V 2.S.C 2.I.V 2._._ 2.M.C 2.E.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	10054	n àà s ì + m ɛ́ɛ́ n íí
3985	BenTey	ring (on finger)	nà.àsà+ɣá	n àà s à + ɣ á	4 7 3 7 9 3 7	AXBZ_AX	NASA_GA	2	2.N.C 2.A.V 2.S.C 2.A.V 2._._ 2.G.C 2.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10053	n àà s - à + ɣ á
3986	Bunoge	ring (on finger)	nùmɛ́+sì.íwò	n ù m ɛ́ + s ì í w ò	4 7 4 7 9 3 7 7 6 7	AXBZ_AXYBZ	NYME_SIIWU	4	4.N.C 4.Y.V 4.M.C 4.E.V 4._._ 4.S.C 4.I.V 4.I.V 4.W.C 4.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.3 1.75 0.8	0	10056	n ù m ɛ́ + s ì í w ò
3987	DogulDomKundialang	ring (on finger)	nùmɔ̀+mén+nùŋ	n ù m ɔ̀ + m é n + n ù ŋ	4 7 4 7 9 4 7 4 9 4 7 4	AXBZ_AXN_AXN	NYMU_MEN_NYN	6	6.N.C 6.Y.V 6.M.C 6.U.V 6._._ 6.M.C 6.E.V 6.N.c 6._._ 6.N.C 6.Y.V 6.N.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	0	10057	n ù m ɔ̀ + - - - - m é n + n ù ŋ
3988	DonnoSo	ring (on finger)	nùmɔ́+mɛ̀n+nù	n ù m ɔ́ + m ɛ̀ n + n ù	4 7 4 7 9 4 7 4 9 4 7	AXBZ_AXN_AX	NYMU_MEN_NY	7	7.N.C 7.Y.V 7.M.C 7.U.V 7._._ 7.M.C 7.E.V 7.N.c 7._._ 7.N.C 7.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	10057	n ù m ɔ́ + - - - - m ɛ̀ n + n ù -
3989	JamsayDouentza	ring (on finger)	nùmò+sàɣá	n ù m ò + s à ɣ á	4 7 4 7 9 3 7 3 7	AXBZ_AXBZ	NYMU_SAGA	8	8.N.C 8.Y.V 8.M.C 8.U.V 8._._ 8.S.C 8.A.V 8.G.C 8.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	10059	n ù m ò + s à ɣ á - - -
3990	Mombo	ring (on finger)	nɛ̀.ɛ̀sí.í+pé+ɡè	n ɛ̀ɛ̀ s íí + p é + ɡ è	4 7 3 7 9 1 7 9 1 7	AXBZ_AX_AX	NESI_PE_KE	10	10.N.C 10.E.V 10.S.C 10.I.V 10._._ 10.P.C 10.E.V 10._._ 10.K.C 10.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	0	10060	n ɛ̀ɛ̀ s íí + p é + ɡ è
3991	BonduSoNajamba	ring (on finger)	nùmà+sɛ́+n.dɔ̀.ɔ̀+sà+ɡà+ŋ.ɡò	n ù m à + s ɛ́ + n d ɔ̀ɔ̀ + s à + ɡ à + ŋ ɡ ò	4 7 4 7 9 3 7 9 4 1 7 9 3 7 9 1 7 9 4 1 7	AXBZ_AX_ACZ_AX_AX_ACZ	NYMA_SE_NTU_SA_KA_NKU	3	3.N.C 3.Y.V 3.M.C 3.A.V 3._._ 3.S.C 3.E.V 3._._ 3.N.C 3.T.C 3.U.V 3._._ 3.S.C 3.A.V 3._._ 3.K.C 3.A.V 3._._ 3.N.C 3.K.C 3.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0	10055	n ù m à + s ɛ́ + n d ɔ̀ɔ̀ + s à + ɡ à + ŋ ɡ ò
3992	Nanga	ring (on finger)	nà.àmɛ́.ɛ́+n.dí	n àà m ɛ́ɛ́ + n d í	4 7 4 7 9 4 1 7	AXBZ_ACZ	NAME_NTI	11	11.N.C 11.A.V 11.M.C 11.E.V 11._._ 11.N.C 11.T.C 11.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	10061	n àà m ɛ́ɛ́ + n d í
3993	Nanga	ring (on finger)	là.àsì+rìndʒâ+sàr+tì	l àà s ì + r ì n d ʒ â + s à r + t ì	5 7 3 7 9 5 7 4 1 3 7 9 3 7 5 9 1 7	AXBZ_AXMBCZ_AXN_AX	LASI_RINTSA_SAR_TI	11	11.L.C 11.A.V 11.S.C 11.I.V 11._._ 11.R.C 11.I.V 11.N.c 11.T.C 11.S.C 11.A.V 11._._ 11.S.C 11.A.V 11.R.c 11._._ 11.T.C 11.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	10072	l àà s ì + r ì n d ʒ â + s à r + t ì
3994	Penange	ring (on finger)	nɛ̀.ɛ̀pè+ɡúsè	n ɛ̀ɛ̀ p è + ɡ ú s è	4 7 1 7 9 1 7 3 7	AXBZ_AXBZ	NEPE_KYSE	12	12.N.C 12.E.V 12.P.C 12.E.V 12._._ 12.K.C 12.Y.V 12.S.C 12.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	10062	n ɛ̀ɛ̀ p è + ɡ ú s è
3995	PergeTegu	ring (on finger)	nùw.∼òšì.ì~í.í+nɛ́+m	n ù w ∼ ò š ìì ~ íí + n ɛ́ + m	4 7 6 4 7 3 7 0 7 9 4 7 9 4	AXMBYBYBZ_AX_A	NYW9USI0I_NE_M	13	13.N.C 13.Y.V 13.W.c 13.9.C 13.U.V 13.S.C 13.I.V 13.0.C 13.I.V 13._._ 13.N.C 13.E.V 13._._ 13.M.C	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.0 2.0	0	10063	n ù w ∼ ò š ìì ~ íí + n ɛ́ + m
3996	TebulUre	ring (on finger)	nùmà.à+mɛ̀+n.dí+jɛ́	n ù m àà + m ɛ̀ + n d í + j ɛ́	4 7 4 7 9 4 7 9 4 1 7 9 6 7	AXBZ_AX_ACZ_AX	NYMA_ME_NTI_JE	14	14.N.C 14.Y.V 14.M.C 14.A.V 14._._ 14.M.C 14.E.V 14._._ 14.N.C 14.T.C 14.I.V 14._._ 14.J.C 14.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	10064	n ù m àà + m ɛ̀ + n d í + j ɛ́
3997	Tiranige	ring (on finger)	númá+sèlè+n.dé	n ú m á + s è l è + n d é	4 7 4 7 9 3 7 5 7 9 4 1 7	AXBZ_AXBZ_ACZ	NYMA_SELE_NTE	15	15.N.C 15.Y.V 15.M.C 15.A.V 15._._ 15.S.C 15.E.V 15.L.C 15.E.V 15._._ 15.N.C 15.T.C 15.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	10065	n ú m á + s è l è + n d é
3998	TogoKan	ring (on finger)	nùmɔ̀+sàsà+ɡá	n ù m ɔ̀ + s à s à + ɡ á	4 7 4 7 9 3 7 3 7 9 1 7	AXBZ_AXBZ_AX	NYMU_SASA_KA	16	16.N.C 16.Y.V 16.M.C 16.U.V 16._._ 16.S.C 16.A.V 16.S.C 16.A.V 16._._ 16.K.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10059	n ù m ɔ̀ + s à s à + ɡ á
3999	TommoSoTongoTongo	ring (on finger)	nùmɔ̀+sǎj+mɛ̀n+nì	n ù m ɔ̀ + s ǎ j + m ɛ̀ n + n ì	4 7 4 7 9 3 7 6 9 4 7 4 9 4 7	AXBZ_AXN_AXN_AX	NYMU_SAJ_MEN_NI	17	17.N.C 17.Y.V 17.M.C 17.U.V 17._._ 17.S.C 17.A.V 17.J.c 17._._ 17.M.C 17.E.V 17.N.c 17._._ 17.N.C 17.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	10057	n ù m ɔ̀ + s ǎ j + m ɛ̀ n + n ì -
4001	ToroTegu	ring (on finger)	lɔ̀sà+ɡá	l ɔ̀ s à + ɡ á	5 7 3 7 9 1 7	AXBZ_AX	LUSA_KA	18	18.L.C 18.U.V 18.S.C 18.A.V 18._._ 18.K.C 18.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	10068	l ɔ̀ s à + ɡ á
4002	YandaDom	ring (on finger)	nùmà+sén+zè	n ù m à + s é n + z è	4 7 4 7 9 3 7 4 9 3 7	AXBZ_AXN_AX	NYMA_SEN_SE	19	19.N.C 19.Y.V 19.M.C 19.A.V 19._._ 19.S.C 19.E.V 19.N.c 19._._ 19.S.C 19.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0	10069	n ù m à + s é n + z è
4003	YornoSo	ring (on finger)	nɔ̀j.∼+sà+ɡàj	n ɔ̀ j ∼ + s à + ɡ à j	4 7 6 4 9 3 7 9 1 7 6	AXLN_AX_AXN	NUJ9_SA_KAJ	20	20.N.C 20.U.V 20.J.c 20.9.c 20._._ 20.S.C 20.A.V 20._._ 20.K.C 20.A.V 20.J.c	2.0 1.5 1.1 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0	10070	n ɔ̀ j ∼ + s à + ɡ à j
#
14416	BankanTey	rip, tear (sth)	kár+í+jí	k á r + í + j í	1 7 5 9 7 9 6 7	AXN_X_AX	KAR_I_JI	1	1.K.C 1.A.V 1.R.c 1._._ 1.I.V 1._._ 1.J.C 1.I.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	10073	k á r + í + j í
14417	BenTey	rip, tear (sth)	ká.ár+í	k áá r + í	1 7 5 9 7	AXN_X	KAR_I	2	2.K.C 2.A.V 2.R.c 2._._ 2.I.V	2.0 1.5 0.8 0.0 1.5	0	10073	k áá r + í - - -
14418	BenTey	rip, tear (sth)	ɛ́m.b+í	ɛ́ m b + í	7 4 1 9 7	XLN_X	EMP_I	2	2.E.V 2.M.c 2.P.c 2._._ 2.I.V	1.5 1.1 0.8 0.0 1.5	0	10091	ɛ́ m b + í
14419	Bunoge	rip, tear (sth)	pán+dʒáɡ+è	p á n + d ʒ á ɡ + è	1 7 4 9 1 3 7 1 9 7	AXN_ACXN_X	PAN_TSAK_E	4	4.P.C 4.A.V 4.N.c 4._._ 4.T.C 4.S.C 4.A.V 4.K.c 4._._ 4.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8 0.0 1.5	0	10076	p á n + d ʒ á ɡ + è
14420	DonnoSo	rip, tear (sth)	kí.ín+è	k íí n + è	1 7 4 9 7	AXN_X	KIN_E	7	7.K.C 7.I.V 7.N.c 7._._ 7.E.V	2.0 1.5 0.8 0.0 1.5	0	10077	k íí n + è
14421	JamsayGourou	rip, tear (sth)	ká.ár+á	k áá r + á	1 7 5 9 7	AXN_X	KAR_A	9	9.K.C 9.A.V 9.R.c 9._._ 9.A.V	2.0 1.5 0.8 0.0 1.5	0	10073	k áá r + á - - -
14422	JamsayDouentza	rip, tear (sth)	ká.ár+á	k áá r + á	1 7 5 9 7	AXN_X	KAR_A	8	8.K.C 8.A.V 8.R.c 8._._ 8.A.V	2.0 1.5 0.8 0.0 1.5	0	10073	k áá r + á - - -
14423	Mombo	rip, tear (sth)	káŋ.ɡ+áɡ+è	k á ŋ ɡ + á ɡ + è	1 7 4 1 9 7 1 9 7	AXLN_XN_X	KANK_AK_E	10	10.K.C 10.A.V 10.N.c 10.K.c 10._._ 10.A.V 10.K.c 10._._ 10.E.V	2.0 1.5 1.1 0.8 0.0 1.5 0.8 0.0 1.5	0	10080	k á ŋ ɡ + á ɡ + è
14424	Mombo	rip, tear (sth)	kí.íl+è	k íí l + è	1 7 5 9 7	AXN_X	KIL_E	10	10.K.C 10.I.V 10.L.c 10._._ 10.E.V	2.0 1.5 0.8 0.0 1.5	0	10077	k íí l + è
14425	BonduSoNajamba	rip, tear (sth)	àríj+ɛ́	à r í j + ɛ́	7 5 7 6 9 7	XBYN_X	ARIJ_E	3	3.A.V 3.R.C 3.I.V 3.J.c 3._._ 3.E.V	1.5 1.75 1.3 0.8 0.0 1.5	0	10075	à r í j + ɛ́
14426	BonduSoNajamba	rip, tear (sth)	ká.ádʒ+í+jɛ́	k áá d ʒ + í + j ɛ́	1 7 1 3 9 7 9 6 7	AXBC_X_AX	KATS_I_JE	3	3.K.C 3.A.V 3.T.C 3.S.C 3._._ 3.I.V 3._._ 3.J.C 3.E.V	2.0 1.5 1.75 1.5 0.0 1.5 0.0 2.0 1.5	0	10084	k áá d ʒ + í + j ɛ́
14427	Nanga	rip, tear (sth)	ká.ár+í	k áá r + í	1 7 5 9 7	AXN_X	KAR_I	11	11.K.C 11.A.V 11.R.c 11._._ 11.I.V	2.0 1.5 0.8 0.0 1.5	0	10073	k áá r + í - - -
14428	Nanga	rip, tear (sth)	kár+á+ɡí	k á r + á + ɡ í	1 7 5 9 7 9 1 7	AXN_X_AX	KAR_A_KI	11	11.K.C 11.A.V 11.R.c 11._._ 11.A.V 11._._ 11.K.C 11.I.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	10073	k á r + á + ɡ í
14429	Penange	rip, tear (sth)	pán+dʒáɡ+è	p á n + d ʒ á ɡ + è	1 7 4 9 1 3 7 1 9 7	AXN_ACXN_X	PAN_TSAK_E	12	12.P.C 12.A.V 12.N.c 12._._ 12.T.C 12.S.C 12.A.V 12.K.c 12._._ 12.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8 0.0 1.5	0	10076	p á n + d ʒ á ɡ + è
14430	PergeTegu	rip, tear (sth)	ká.ár+á	k áá r + á	1 7 5 9 7	AXN_X	KAR_A	13	13.K.C 13.A.V 13.R.c 13._._ 13.A.V	2.0 1.5 0.8 0.0 1.5	0	10073	k áá r + á - - -
14431	TebulUre	rip, tear (sth)	kád+dí	k á d + d í	1 7 1 9 1 7	AXN_AX	KAT_TI	14	14.K.C 14.A.V 14.T.c 14._._ 14.T.C 14.I.V	2.0 1.5 0.8 0.0 2.0 1.5	0	10084	k á d - + - - d í
14432	Tiranige	rip, tear (sth)	pádʒ+á+ɡó	p á d ʒ + á + ɡ ó	1 7 1 3 9 7 9 1 7	AXBC_X_AX	PATS_A_KU	15	15.P.C 15.A.V 15.T.C 15.S.C 15._._ 15.A.V 15._._ 15.K.C 15.U.V	2.0 1.5 1.75 1.5 0.0 1.5 0.0 2.0 1.5	0	10085	p á d ʒ + á + ɡ ó
14433	TogoKan	rip, tear (sth)	ká.ár+ì	k áá r + ì	1 7 5 9 7	AXN_X	KAR_I	16	16.K.C 16.A.V 16.R.c 16._._ 16.I.V	2.0 1.5 0.8 0.0 1.5	0	10073	k áá r + ì - - -
14434	TommoSoTongoTongo	rip, tear (sth)	káád+í+jɛ́	k áá d + í + j ɛ́	1 7 1 9 7 9 6 7	AXN_X_AX	KAT_I_JE	17	17.K.C 17.A.V 17.T.c 17._._ 17.I.V 17._._ 17.J.C 17.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	10084	k áá d - + í + j ɛ́
14435	ToroTegu	rip, tear (sth)	kár+ká	k á r + k á	1 7 5 9 1 7	AXN_AX	KAR_KA	18	18.K.C 18.A.V 18.R.c 18._._ 18.K.C 18.A.V	2.0 1.5 0.8 0.0 2.0 1.5	0	10073	k á r + - - k á
14436	YandaDom	rip, tear (sth)	ká.áz+í+jɛ́	k áá z + í + j ɛ́	1 7 3 9 7 9 6 7	AXN_X_AX	KAS_I_JE	19	19.K.C 19.A.V 19.S.c 19._._ 19.I.V 19._._ 19.J.C 19.E.V	2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5	0	10084	k áá - z + í + j ɛ́
14437	YornoSo	rip, tear (sth)	ká.ál+á	k áá l + á	1 7 5 9 7	AXN_X	KAL_A	20	20.K.C 20.A.V 20.L.c 20._._ 20.A.V	2.0 1.5 0.8 0.0 1.5	0	10073	k áá l + á - - -
#
4773	BankanTey	ripe (fruit)	ìrɛ̌+j	ì r ɛ̌ + j	7 5 7 9 6	XBZ_A	IRE_J	1	1.I.V 1.R.C 1.E.V 1._._ 1.J.C	1.5 1.75 0.8 0.0 2.0	1	10092	ì r ɛ̌ + j
4774	BenTey	ripe (fruit)	ìrɛ̌+j	ì r ɛ̌ + j	7 5 7 9 6	XBZ_A	IRE_J	2	2.I.V 2.R.C 2.E.V 2._._ 2.J.C	1.5 1.75 0.8 0.0 2.0	1	10092	ì r ɛ̌ + j
4775	Bunoge	ripe (fruit)	bìl+ɛ̀	b ì l + ɛ̀	1 7 5 9 7	AXN_X	PIL_E	4	4.P.C 4.I.V 4.L.c 4._._ 4.E.V	2.0 1.5 0.8 0.0 1.5	1	10095	b ì l + ɛ̀
4776	DogulDomKundialang	ripe (fruit)	ílɔ̀.ɔ̀	í l ɔ̀ɔ̀	7 5 7	XBZ	ILU	6	6.I.V 6.L.C 6.U.V	1.5 1.75 0.8	1	10096	í l ɔ̀ɔ̀
4777	DonnoSo	ripe (fruit)	ìl+ɛ́	ì l + ɛ́	7 5 9 7	XN_X	IL_E	7	7.I.V 7.L.c 7._._ 7.E.V	1.5 0.8 0.0 1.5	1	10094	ì l + ɛ́
4778	JamsayDouentza	ripe (fruit)	ìr+ɛ́	ì r + ɛ́	7 5 9 7	XN_X	IR_E	8	8.I.V 8.R.c 8._._ 8.E.V	1.5 0.8 0.0 1.5	1	10094	ì r + ɛ́
4779	Mombo	ripe (fruit)	wúl+ɛ́	w ú l + ɛ́	6 7 5 9 7	AXN_X	WYL_E	10	10.W.C 10.Y.V 10.L.c 10._._ 10.E.V	2.0 1.5 0.8 0.0 1.5	1	10095	w ú l + ɛ́
4780	BonduSoNajamba	ripe (fruit)	íl+à	í l + à	7 5 9 7	XN_X	IL_A	3	3.I.V 3.L.c 3._._ 3.A.V	1.5 0.8 0.0 1.5	1	10094	í l + à
4781	Nanga	ripe (fruit)	bòr+ó	b ò r + ó	1 7 5 9 7	AXN_X	PUR_U	11	11.P.C 11.U.V 11.R.c 11._._ 11.U.V	2.0 1.5 0.8 0.0 1.5	0	10100	b ò r + ó
4782	Penange	ripe (fruit)	úlɡ+ɛ̀	ú l ɡ + ɛ̀	7 5 1 9 7	XLN_X	YLK_E	12	12.Y.V 12.L.c 12.K.c 12._._ 12.E.V	1.5 1.1 0.8 0.0 1.5	0	10101	ú l ɡ + ɛ̀
4783	PergeTegu	ripe (fruit)	ìr+ɛ́	ì r + ɛ́	7 5 9 7	XN_X	IR_E	13	13.I.V 13.R.c 13._._ 13.E.V	1.5 0.8 0.0 1.5	1	10094	ì r + ɛ́
4784	TebulUre	ripe (fruit)	bàr.∼á	b à r ∼ á	1 7 5 4 7	AXMBZ	PAR9A	14	14.P.C 14.A.V 14.R.c 14.9.C 14.A.V	2.0 1.5 1.1 1.75 0.8	0	10103	b à r ∼ á
4785	Tiranige	ripe (fruit)	íl+ɔ́	í l + ɔ́	7 5 9 7	XN_X	IL_U	15	15.I.V 15.L.c 15._._ 15.U.V	1.5 0.8 0.0 1.5	1	10094	í l + ɔ́
4786	TogoKan	ripe (fruit)	ìr+ɛ́	ì r + ɛ́	7 5 9 7	XN_X	IR_E	16	16.I.V 16.R.c 16._._ 16.E.V	1.5 0.8 0.0 1.5	1	10094	ì r + ɛ́
4787	TommoSoTongoTongo	ripe (fruit)	ìl+ɛ́	ì l + ɛ́	7 5 9 7	XN_X	IL_E	17	17.I.V 17.L.c 17._._ 17.E.V	1.5 0.8 0.0 1.5	1	10094	ì l + ɛ́
4789	ToroTegu	ripe (fruit)	ìr+ú	ì r + ú	7 5 9 7	XN_X	IR_Y	18	18.I.V 18.R.c 18._._ 18.Y.V	1.5 0.8 0.0 1.5	1	10094	ì r + ú
4790	YandaDom	ripe (fruit)	ʔə̀l+ɛ̀	ʔ ə̀ l + ɛ̀	1 7 5 9 7	AXN_X	HEL_E	19	19.H.C 19.E.V 19.L.c 19._._ 19.E.V	2.0 1.5 0.8 0.0 1.5	1	10108	ʔ ə̀ l + ɛ̀
4791	YornoSo	ripe (fruit)	ìl+ɛ́	ì l + ɛ́	7 5 9 7	XN_X	IL_E	20	20.I.V 20.L.c 20._._ 20.E.V	1.5 0.8 0.0 1.5	1	10094	ì l + ɛ́
#
4754	BankanTey	ripe (grain)	ìrɛ̌+j	ì r ɛ̌ + j	7 5 7 9 6	XBZ_A	IRE_J	1	1.I.V 1.R.C 1.E.V 1._._ 1.J.C	1.5 1.75 0.8 0.0 2.0	0	10109	ì r ɛ̌ + j
4755	BenTey	ripe (grain)	ìrɛ̌+j	ì r ɛ̌ + j	7 5 7 9 6	XBZ_A	IRE_J	2	2.I.V 2.R.C 2.E.V 2._._ 2.J.C	1.5 1.75 0.8 0.0 2.0	0	10109	ì r ɛ̌ + j
4756	Bunoge	ripe (grain)	bìl+ɛ̀	b ì l + ɛ̀	1 7 5 9 7	AXN_X	PIL_E	4	4.P.C 4.I.V 4.L.c 4._._ 4.E.V	2.0 1.5 0.8 0.0 1.5	0	10111	b ì l + ɛ̀
4757	DogulDomKundialang	ripe (grain)	ílɔ̀.ɔ̀	í l ɔ̀ɔ̀	7 5 7	XBZ	ILU	6	6.I.V 6.L.C 6.U.V	1.5 1.75 0.8	0	10113	í l ɔ̀ɔ̀
4758	DonnoSo	ripe (grain)	ìl+ɛ́	ì l + ɛ́	7 5 9 7	XN_X	IL_E	7	7.I.V 7.L.c 7._._ 7.E.V	1.5 0.8 0.0 1.5	0	10111	- ì l + ɛ́
4759	JamsayDouentza	ripe (grain)	ìr+ɛ́	ì r + ɛ́	7 5 9 7	XN_X	IR_E	8	8.I.V 8.R.c 8._._ 8.E.V	1.5 0.8 0.0 1.5	0	10111	- ì r + ɛ́
4760	Mombo	ripe (grain)	wúl+ɛ́	w ú l + ɛ́	6 7 5 9 7	AXN_X	WYL_E	10	10.W.C 10.Y.V 10.L.c 10._._ 10.E.V	2.0 1.5 0.8 0.0 1.5	0	10116	w ú l + ɛ́
4761	BonduSoNajamba	ripe (grain)	íl+à	í l + à	7 5 9 7	XN_X	IL_A	3	3.I.V 3.L.c 3._._ 3.A.V	1.5 0.8 0.0 1.5	0	10111	- í l + à
4762	Nanga	ripe (grain)	ìr+ɛ́	ì r + ɛ́	7 5 9 7	XN_X	IR_E	11	11.I.V 11.R.c 11._._ 11.E.V	1.5 0.8 0.0 1.5	0	10111	- ì r + ɛ́
4763	Penange	ripe (grain)	dɛ̀m+ɛ̀	d ɛ̀ m + ɛ̀	1 7 4 9 7	AXN_X	TEM_E	12	12.T.C 12.E.V 12.M.c 12._._ 12.E.V	2.0 1.5 0.8 0.0 1.5	0	10118	d ɛ̀ m + ɛ̀
4764	PergeTegu	ripe (grain)	ìr+ɛ́	ì r + ɛ́	7 5 9 7	XN_X	IR_E	13	13.I.V 13.R.c 13._._ 13.E.V	1.5 0.8 0.0 1.5	0	10111	- ì r + ɛ́
4765	TebulUre	ripe (grain)	ìl+ɛ́	ì l + ɛ́	7 5 9 7	XN_X	IL_E	14	14.I.V 14.L.c 14._._ 14.E.V	1.5 0.8 0.0 1.5	0	10111	- ì l + ɛ́
4766	Tiranige	ripe (grain)	íl+ɔ́	í l + ɔ́	7 5 9 7	XN_X	IL_U	15	15.I.V 15.L.c 15._._ 15.U.V	1.5 0.8 0.0 1.5	0	10111	- í l + ɔ́
4767	TogoKan	ripe (grain)	ìr+ɛ́	ì r + ɛ́	7 5 9 7	XN_X	IR_E	16	16.I.V 16.R.c 16._._ 16.E.V	1.5 0.8 0.0 1.5	0	10111	- ì r + ɛ́
4768	TommoSoTongoTongo	ripe (grain)	ìl+ɛ́	ì l + ɛ́	7 5 9 7	XN_X	IL_E	17	17.I.V 17.L.c 17._._ 17.E.V	1.5 0.8 0.0 1.5	0	10111	- ì l + ɛ́
