code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,subsubcode #,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Donno So,Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno So (Yendouma, JH)",Tomo Kan (Segue),Tomo Kan (Diangassagou),Tommo-So (JH),"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Kundialang, JH)","Dogul Dom (Bendiely & Kundialang, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)","Mombo (Songho, KP)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,,,,,,,,,,,,,,,
emotion/temperament,worry,émotion/nature,inquiétude,117.0,11.0,11.0,jumpy,nerveux,8618.0,,,2010.06,,jumpy (oversensitive) person who screams at the slightest touch,"douillet, personne qui crie quand on le touche même doucement",3.0,,,,nù kìmì-ŋí,,,,,,,,,,,,bɔ̀gɔ̀lɔ̀ bɔ́gɔ́lí-nɛ́,,,,,,,sózóŋgà,,,,,,,,,,,,,,,,,,,
emotion/temperament,worry,émotion/nature,inquiétude,117.0,11.0,12.0,"worried, depressed, anxious","souci, inquiétude",9379.0,,,2010.08,,fearful apprehension (heart-beating),inquiétude avec peur (battement du cœur),2.0,,cèlè-wɔ̌w,,,,,cɛ̀nɛ̀-lɛ̌:,,,,kìnè-gǒ,kí-kínɛ́ kî:w-kî:w,,,,,,,,cìndà-pây,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,1.0,happy,content,5832.0,,,old,,I am happy,"je suis content, heureux",1.0,"[ǹ dé] lìsí, [ǹ cɛ́là] lìsí","cɛ́lɛ̀ élé-ré:-rɛ̀, [cɛlɛ̀ ɛ̀rú-m] yâyⁿ bù-y",kɛ́ndɛ̂ ɛ́rùm,"ǹjií síyé-só, ǹjí ɛ́rû-w, ŋ̀gí ɛ́rɛ́-ndíyé-só, [kɛ́ndɛ̀ kɔ᷈:] ɛ́rɛ́-ndíy-ɛ̀rɛ̀",[kíndɛ̀ X-mɔ̀] ɛ́llì-à: wɔ̀,"enerⁿe,cɛnɛenerⁿa","mǐ-n éné-rⁿ-â:, [má cɛ́nɛ̀] éné-rⁿ-â:","[X wà kɛ́lɛ̀] élé-ré-sà, [X lè] éléré-sà, X sɛ́:-sà",,,[kɛ́nɛ́ mà] ɛ́lú kɔ̀,[kínɛ́ mɔ̀] ɛ́lɛ́l-í:-gɛ̀ kɔ̀,,,,kíndɛ́ ḿ mɔ ɛ̀lɛ̀lú wɔ̀,,ɛ́llìyɔ̀ bùŋ,mí ɛ́lù,[cìndà-ɛ̀l mí:] bò-m,mí ɛ̀lú-m̀,,ǹdóŋgú ɛ́:lɛ́lyɛ̂:,,mì-ŋgù dénjá bò,mí-ŋ síyé,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,2.0,happy,"content, joyeux",5833.0,,,old,,be happy,"ê. content, heureux",1.0,"húyà kárⁿú\\kárⁿá, [... dè] lísú-rú\\lísú-ró","cɛlɛ̀ ɛ̀rú-m yâyⁿ bù-, [X cɛ́lɛ̀] élé-ré","[X kɛ́ndɛ̀] éndí-ré, húyà káŋ","X síyé, X ɛ́rû, húyɛ́",,"huyɛ,enerⁿe","húyɛ́, [X lè] éné-rⁿé, [X cɛ́nɛ̀] éné-rⁿé","[X wà kɛ́lɛ̀] élé-ré, [X lè] éléré, X sé:",,,[X kɛ́nɛ́] ɛ́lú kɔ̀,[X kìnɛ̀] ɛ́lɛ́l-í:-gɛ̀ kɔ̀,,,,kíndɛ́ ɛ̀lɛ̀lú,,,X ɛ́lù,[cìndà-ɛ̀l mí:] bò-,,hùwí kán(ú),"dóŋgó nà ɛ́:lù bó: // dóŋgó nà sígé, dóŋgó nà ɛ́:lɛ́lyɛ̂:",,xxx,[X ŋ] síyé,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,3.0,happy,"content, joyeux",5834.0,,,old,,make (sb) happy,"rendre content, rendre heureux (qn)",1.0,[... dè] lísú-rú-m\\lísú-rú-mó,"[X cɛ́lɛ̀] élé-ré-wú, [X mâ:] élé-ré-wú","[X kɛ́ndɛ̀] éndíré-mí, húynà káŋ ","síyé-mí, ɛ́rⁿɛ́-ndíyé-mí",[kíndɛ̀ X-mɔ̀] ɛ́ll-ɛ̀:-mɔ̀,"huynɛ,enerⁿe","húynɛ́, [X cɛ́nɛ̀] éné-rⁿé, [X lè] éné-rⁿé","[X wà kɛ́lɛ̀] élérú-wé, [X lè] élérú-wé, sɛ́:-wɛ́",,,[X kɛ́nɛ́] ɛ́rú-lɛ́-m̀,[X kìnɛ̀] ɛ́lɛ́l-ɛ́:-mɔ́,,,,kíndɛ́ ɛ́lɛ́-ndí-yɛ́-mɔ́,,,,[X cìndà] ɛ́lɛ́-ndí-yɛ́-mɛ́,élá-ndá-m,,dóŋgó sígémì,,,,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,4.0,happy,"content, joyeux",5835.0,,,old,,happy,"content, heureux, joyeux",1.0,,cɛ̀lɛ̀-[ɛ́rì-m] ~ -[ɛ́rù-m],"kɛ̀ndɛ̀-ɛ́rùm\\-ɛ́rù, húyà-m\\húyà","kɛ̀ndɛ̀-ɛ́rì bàŋgà, síyé-sɛ̀",,cɛnɛeri,cɛ̀nɛ̀-érì-n\\-érù-m,kɛ́lɛ̀-én-nù\\-érù-m,,,"kɛ̀nɛ̀-ɛ́lú, [kɛ̀nɛ̀ ɛ́lú] báŋá",ìnɛ̀ kínɛ́-ɛ̀lɛ̀l,,,,kíndɛ́ ɛ̀lɛ̀lú,,ɛ́llìyɔ̀,,cìndà-ɛ̀l-jì,ɛ̀li-yè\\ɛ̀lú-mbò,,dòŋgò nà ɛ́llá,,,,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,5.0,happy,content,5836.0,,,old,,"happiness, being pleased",fait d. ê. content,1.0,lìsì-rú,cɛ̀lɛ̀ ɛ̀rú-m,ɛ̀rúm,"ɛ́rû, kɛ̀ndɛ̀-ɛ́rî",kìndɛ̀ ɛ́llù,"eru,cɛnɛeru","érù, cɛ̀nɛ̀-érù",kɛ̀lɛ̀-érù,kɛ̀nɛ̀ érù,,kɛ̀nɛ̀ ɛ́lú,kìnɛ̀ ɛ̌:l ~ ɛ̀lɛ̌l,,,,kíndɛ́ ɛ̀lɛ̀lú,,,,cìndà ɛ̀l,"ɛ̀l-ŋgó, kèndà-[ɛ̀l-ŋgó]",,dóŋgó ɛ́:lù,,,ɲàŋgù-n-sìyà,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,6.0,happy,content,5837.0,,,old,,"happy, contented (intensifier)",content (intensif),1.0,sɔ́tɔ̀kɔ̀-mɔ́tɔ̀kɔ̀,,,,,,,,,,,ɛ̀lɛ́lɛ́lɛ́,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,7.0,delight,joie,5838.0,,,old,,delight (e.g. at the unexpected arrival of a friend or relative),"joie (par ex., à l'arrivée surprise d'un ami ou d'un parent)",1.0,sɛ́yɔ́:rɛ̀,sɛ́yâm,,,,sɛyam,sɛ́yâm,sɛ́:ŋgâl,,,kɛ̀nɛ̀ ɛ́lú,xxx,,,,,,,,,séyà:-ŋgò,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,8.0,joy,joie,5839.0,,,old,,joy (somewhat stronger than simple happiness),joie (plus fort que simple contentement),1.0,húyàm,húyâm,,húyâm,,huyam,húyâm,húyâm,,,,xxx,,,,,,,,húyàm,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,9.0,"happy, joy","content, joyeux",5840.0,,,old,,"extreme happiness, being overjoyed",grande joie,1.0,bě:rì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,happy,émotion/nature,content,117.0,12.0,10.0,happy,"content, joyeux",5841.0,,,old,,"be deeply touched, be touched in one's heart (by sb or sth)",ê. touché jusqu'au cœur (par qn ou qch),3.0,,,,,,,,,,,,[[X kìnɛ̀] nɛ̀] dɔ́ŋ-dɔ́ŋ,,,,"kíndɛ́ nɛ dɔ̀ɔ́, dìgɛ́",,,,,[X kèndà:] tábí\\tàbè,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pleasure,émotion/nature,plaisir,117.0,13.0,1.0,pleasing,agréable,5842.0,,,old,,pleasing,"agréable, qui plaît",1.0,,,,ɛ́rû,,eru,érù,érù,,,ɛ́lú,ɛ̂:l,,,,ɛ̀lɛ̀lú,,,,,ɛ̌l-ŋgò\\ɛ̀lí-yè,,ɛ́llá \\ ɛ́lɛ́lá,,,,,,,,,,,,,,,,,,,
emotion/temperament,pleasure,émotion/nature,plaisir,117.0,13.0,2.0,"please, delight",plaire,5843.0,,,old,,"please, be pleasing (to sb)",plaire (à qn),1.0,séynà kárⁿú\\kárⁿá,"dà:rí, [X mâ:] élé-ré-wú",[X bâ:] éndíré,"síyé, ɛ́rɛ́-ndíyé",ɛ́llì-nd-ɛ̀:\\ɛ́llì-nd-ì-ỳ,"sɛyɛ,enerⁿe","sɛ́yɛ́, [X lè] éné-rⁿé","[... lè] sɛ́:, [... lè] ér-kɔ̀",,,[X kɛ́nɛ́] á:,"[X mɔ̀]=ǹ ɛ̀jú wɔ̀, X-ỳ sɔ́rⁿɔ́",,,,X-n ɛ̀lɛ̀lú wɔ̀,,ɛ̀llì-yɛ́,,ɛ́lɛ́-ndí-yɛ́\\ɛ́lɛ́-ndí-yá-lì,élá-ndí,,ɛ́lályɛ̂:,,[X ŋgù] dénjá bò,[X ŋ] ńsà bó,,,,,,,,,,,,,,,,
emotion/temperament,pleasure,émotion/nature,plaisir,117.0,13.0,3.0,pleasure,plaisir,5844.0,,,old,,pleasure (in sth),plaisir (en qch),1.0,,ɛ̀rú-m,ɛ̀rúm,,,ɛru,ɛ̀rú,kɛ̀lɛ̀-érù,,,,"dàgǎm, ɛ̂:l",,,,"ɛ́lɛ́lú, dàgám",,ɛ̀llɛ́ŋ,,,,,yɛ̀: ɛ́:llá,,,sàgù,,,,,,,,,,,,,,,,
emotion/temperament,lazy,émotion/nature,paresseux,117.0,14.0,1.0,lazy,paresseux,5845.0,,,old,,lazy person,personne paresseuse,1.0,yɔ̀wrɔ̀-nù-rⁿú\\-nǔ-m,wà:là-gú-m,nù bɛ̀rú-m\\bɛ̀rú,nù: wà:rà-gí,wàllà-gí-nɛ̀,"walgin,walagin","wàl-gí-n, wàlà-gí-n",wà:là-gú,wàlà-gí-n,wàl-gí-n,nà wàlà-gíⁿ,wàlà-gí-nɛ́,,,,ǹdɛ̀ gòlùɲù-gí-nɛ́,,,wàllà-jé,nò gòlàl-jì,gòlònjé\\gòlònjú-mbó,gólónjí-gá,ǹdà kɔ́jɛ́ // ǹdà kúbándígà,,kó:njí-ndè,kòjò,,,,,,,,,,,,,,,,
emotion/temperament,lazy,émotion/nature,paresseux,117.0,14.0,2.0,lazy,paresseux,5846.0,,,old,,lazy (animal),(animal) paresseux,1.0,yɔ̀wrɔ̀-nù-rⁿú\\-nǔ-m,,bɛ̀rú-m\\bɛ̀rú,wà:rá,,walagu,wàlà-gú,wà:là-gú,,,wàlà-gíⁿ,wàlà-gí-nɛ́,,,,"gòlùɲù-gí-nɛ́, gòlòɲú",,,,gòlàl-jì,gòlònjé\\gòlònjú-mbó,,kójé // kúbándígà,,,,,,,,,,,,,,,,,,,
emotion/temperament,lazy,émotion/nature,paresseux,117.0,14.0,3.0,laziness,paresseux,5847.0,,,old,,laziness,paresse,1.0,yɔ̀wrɔ́,wà:lá,bɛ̀rú,"wà:rá, ɛ̀ndɛ̀-bòrí",wàllá,wala,wàlá,wà:lá,wàlá,,wàlá,wàlá,,,,gòlòɲú,,,wàllá,gòlàl,gòlònjì-gé,gólónjó,kúbándyâ:,,kó:njà,kòjò-lmà,,,,,,,,,,,,,,,,
emotion/temperament,lazy,émotion/nature,paresseux,117.0,14.0,4.0,lazy,paresseux,8466.0,,,2010.06,,be lazy,ê. paresseux,1.0,yɔ́wrú\\yɔ́wrɔ́,wà:là-gú-m̀=∅,,wàrá-ndí-yé,,walgin,wàl-gí-n=î:,,,,wàlà-gíⁿ̀=∅,,,,,gòlòɲú sɛ̀,,,,gòlàl yà zó,,,kúbándyè,,,,,,,,,,,,,,,,,,,
emotion/temperament,nostalgia,émotion/nature,nostalgie,117.0,15.0,1.0,"nostalgia, long for, miss","nostalgie, manquer",5848.0,,,old,,I miss that,j'ai la nostalgie de cela,1.0,"[ŋ̀gú níwⁿà] m̀ áw-wòrè, ŋ̀gú ǹ níwⁿà",[ŋ̀gú dá:rì:] í-nì yá só-ẃ,,,kɔ̂: mà:ndìg-ú mì=ŋ́ sɛ̀,nuŋomadarumiyɛsa,[núŋò mà dá:rú] mí yɛ́ sà,[ŋ̀gú wà dá:rú] mí yá jjà,,,[kó dá:rú] má sà,[kó dà:rì-y] mí-ỳ sɛ̀,,,,àdùbú wó mɔ ḿ mɔ nɛ̀ yɔ́ɔ̀,,,,[[cì ŋgó] dàdù] mí yà zó,kó kàjàbè-ḿ,,,,X yɛ́wɛ́ndɛ̀ mì-ŋgú bò,ŋ́ kìndó:ŋgè,,,,,,,,,,,,,,,,
emotion/temperament,nostalgia,émotion/nature,nostalgie,117.0,15.0,2.0,"nostalgia, long for, miss","nostalgie, manquer",5849.0,,,old,,"(sb) miss, feel nostalgia for (sth)",(qn) avoir de la nostalgie de (qch),1.0,níwⁿá áw\\áwá,dà:rí,"mú:yⁿà káŋ, [X dá:rì:] ... sò",dǎ:rí,mà:ndìgu-́ X=ŋ sɛ̀,dara,dà:rá,[X wà dá:rú] Y yá jjà,má:nú,,[X dá:rú] Y sà,[X dà:rì-y] Y-ỳ sɛ̀,,,,míílé\\àdùbú (oblique pro.) nɛ yɔ́ɔ̀,,,,[X dàdú] ... zò,kájábá-m\\kàjàbà-mè,,xxx,,X yɛ́wɛ́ndɛ̀ [Y ŋgú] bò,kíndó:ŋgè,,,,,,,,,,,,,,,,
emotion/temperament,nostalgia,émotion/nature,nostalgie,117.0,15.0,3.0,"nostalgia, long for, miss","nostalgie, manquer",5850.0,,,old,,"nostalgia, missing (sb or a place), longing (for sth)",nostalgie (de qn ou d'un endroit),1.0,níwⁿá,dá:rí:,"mú:yⁿà, dá:rí:",dá:rí,mà:ndìg-ú,daru,dá:rú,dá:rú,,,dá:rú,dá:rú,,,,"míílé, àdùbú",,,,dàdú,kàjábù,,,,yɛ́wɛ́ndɛ̀,kíndó:ŋgé,,,,,,,,,,,,,,,,
emotion/temperament,console,émotion/nature,consoler,117.0,16.0,1.0,console,consoler,5851.0,,,old,,"console, give comfort to (sb saddened by a loss or failure)",consoler (qn découragé par une perte ou par un échec),1.0,"dɛ̀lǔ-m\\dɛ̀lù-má, dɔ̀gùrú\\dɔ̀gùrɔ́",dɔ̀mdí,wá:jà káŋ,dòŋó-ndí,,"tirⁿiwⁿe,dɔmnɔ","tírⁿíwⁿé, dɔ̀mnɔ́",dɔ̀mdɔ́,,,lɛ́:rɛ̂m,dɔ̀bɔ́rɔ́-\\dɔ̀búrú,,,,dɔ̀bɔ́-ndɔ́,,,,"wá:jɛ́\\wà:jà-lí, tí:ndɛ́\\tí:ndá-lì, zá:ní-yɛ́\\zà:nì-yà-lí",tíndínɛ́,,dɔ́bɛ́,,tɔ́mbɛ̀,,,,,,,,,,,,,,,,,
emotion/temperament,console,émotion/nature,consoler,117.0,16.0,2.0,console,consoler,5852.0,,,old,,act of consoling (e.g. weeping child),"fait d'apaiser (un enfant qui pleure, etc.)",1.0,dɔ̀gùr-ú,dɔ̀md-î:,dɔ̌:-ỳ,dɔ́ŋɔ́-ndí-ndɛ́,,dɔmnu,dɔ́mnú,,,,,dɔ́bùrù,,,,dɔ́bɔ́-ndú,,,,,,,dɔ́bɛ́ŋgé,,,,,,,,,,,,,,,,,,,
emotion/temperament,console,émotion/nature,consoler,117.0,16.0,3.0,pacify,"apaiser, calmer",5853.0,,,old,,pacify (a crying baby),"apaiser, calmer (un enfant qui pleure)",1.0,dɛ̀lǔ-m\\dɛ̀lù-má,,"dɛ̀rí-mí, dɔ̌:",dòŋó-ndí,,dɔmnɔ,dɔ̀mnɔ́,"dɔ̀mdɔ́, hɔ́mtɛ́",,dɔ̀mnɔ́,dɔ̌ǹ\\dɔ́nɔ́,dɔ̀bɔ́rɔ́-\\dɔ̀búrú,,,,,,,,dɔ́mdɔ́,dìŋóndí,,,,tɔ́mbɛ̀,dɔ́bɛ́,,,,,,,,,,,,,,,,
emotion/temperament,pity,émotion/nature,pitié,117.0,17.0,1.0,pity,pitié,5854.0,,,old,,I pity him,j'ai pitié de lui,1.0,m̀ [wò dé] yírímínà kárⁿú-sà,ɛ́rⁿɛ́ yúrúmɛ́-tí-ỳ,ɛ́ yúrùmìnà káŋ sô-y,"[ńnɛ́ ŋ] yúrúmí-só-y, [àmàsɔ̀gɔ́ nɔ̀] ǹjí yá sò",X=ŋ àmbà-sɔ̀gɔ̀-ŋ́,"woyuruminɛtum,[woamasɔgɔ]miyɛsa","wó yúrúmínɛ́-tù-m, [wó àmà-sɔ̀ɣɔ́] mí yɛ́ sà",wó yúrúmâ:-m,,,[wó ámá-sɔ̀gɔ̀] má sà,"wó-ỳ mɔ̂:=ǹ àmsɔ̀gɔ́=ý, [àmsɔ̀gɔ́ wò-mɔ̀]=ỳⁿ mí-ỳⁿ sɛ̀, [àmsɔ̀gɔ́ wò-mɔ̀] mí-ỳⁿ yá sɛ̀, [àmsɔ̀gɔ́ wò-mɔ̀] mí-ỳⁿ á-à:y",,,,mí wô-n yúrúmáá wɔ̀-m.,,,ńné(-gì) yírímí-tì-m,nà-y yà yùrúmɛ́-m̀,mó yùrmɛ̀-ḿ,[X gì] yùrùmí kání-ỳⁿ,àmbàsɔ̀gɔ̀ yɛ́nà mǐ-wⁿ ḿbô: // yúrúmí ńkánì,,à-ŋgú yùrmì ŋ̀ kánì,[ɔ̀nɔ̀ ŋ] yúrmì ŋ́ kàn,,,,,,,,,,,,,,,,
emotion/temperament,pity,émotion/nature,pitié,117.0,17.0,2.0,pity,pitié,5855.0,,,old,,pity (sb),avoir pitié de (qn),1.0,"yírímɛ́nɛ̀ kárⁿú\\kárⁿá, yírímínà kárⁿú\\kárⁿá",yúrúmɛ́,yúrùmìnà káŋ,"dɔ́gúrú, yúrúmí",,yuruminɛ,yúrúmínɛ́,yúrúmɛ́,,,[X ámá-sɔ̀gɔ̀] Y sà,"[X àmsɔ̀gɔ̀] Y-ỳ á:, [X àmsɔ̀gɔ̀] Y-ỳ yá sɛ̀",,,,yúrúmɔ́,,,yírímí (yírímí-tì-),yùrúmɛ́\\yùrùmà-lí,yúrmɛ́,yùrùmí kán(ú),ámbásɔ́gɔ̀ bó: // yúrúmí kání,,yùrmì kánì,yúrmì kání,,,,,,,,,,,,,,,,
emotion/temperament,pity,émotion/nature,pitié,117.0,17.0,3.0,pity,pitié,5856.0,,,old,,pity (noun),pitié,1.0,"yírímínà, yírímɛ́:nɛ̀",yùrùmìnî:,"yúrùmɛ́:ndɛ̀, yúrùmɛ́:nɛ̀","yúrúmɛ̀, àmà-sɔ̀gɔ́",àmbà-sɔ̀gɔ́,"yuruminu,amasɔgɔ","yùrùmìnú, àmà-sɔ̀ɣɔ́",yúrúmá:rⁿɛ̀,àmà-sɔ̀ɣɔ́,,àmà-sɔ̀gɔ́,àmsɔ̀gɔ́,,,,yúrúmɔ́,,,,yúrùmɛ̀,yúrmɛ̀ndɛ̀,yùrùmɛ̀:ndɛ́,yúrúmɛ́rɛ̀ // yúrúmì,,yùrmɛ̀ndɛ́,yúrmì,,,,,,,,,,,,,,,,
emotion/temperament,pity,émotion/nature,pitié,117.0,17.0,4.0,pity,pitié,5857.0,,,old,,"pity (felt for sb, e.g. for a bereaved widow or sb who has no food)","pitié (sentie pour qn, par ex. qn laissé par une personne décédée, ou qn qui n'a rien a manger)",1.0,,àmà-sɔ̀ɣɔ́,,àmà-sɔ̀gɔ́,,amasɔgɔ,àmà-sɔ̀ɣɔ́,,,,,ámsɔ́gɔ́ xxx[tones],,,,"àmbà sɔ̀gɔ́, yúrúmɔ́",,,,àmbà-sɔ̀gɔ̀,àmbà-sɔ̀gɔ́,,ámbásɔ́gɔ̀,,,,,,,,,,,,,,,,,,,
emotion/temperament,pity,émotion/nature,pitié,117.0,17.0,5.0,pity,pitié,5858.0,,,old,,he feels pity for X,il sent la pitié envers X,1.0,,[X ámà-sɔ̀ɣɔ̀] yá só,àmà-sɔ̀gɔ́ yá ɛ́ sò-n,[àmà-sɔ̀gɔ́ X] yá sò,,amasɔgɔywɔsa,[X àmà-sɔ̀ɣɔ́] yé sà,,,,[X ámá-sɔ̀gɔ̀] wó sà,[X àmsɔ̀gɔ̀]=ỳ wó-ỳ sɛ̀,,,,X àmbà sɔ̀gɔ́ káná,,,,,[X àmbà-sɔ̀gɔ́] kán\\kànè,,yúrúmí kání // ámbásɔ̀gɔ̀ ɛ̌-wⁿ bó:,,,,,,,,,,,,,,,,,,,
emotion/temperament,pity,émotion/nature,pitié,117.0,17.0,6.0,pity,pitié,5859.0,,,old,,"pitiable, one for whom one feels pity","digne de pitié, qn pour lequel on sent la pitié",2.0,,àmà-sɔ̀ɣɔ̀-gú-m\\-gú,,àmà-sɔ̀gɔ̀-gí,àmbà-sɔ̀gɔ̀-gí-nɛ̀,amasɔgɔgin,àmà-sɔ̀ɣɔ̀-gí-n,àmà-sɔ̀gɔ́,,,[àmà-sɔ̀gɔ̀]-gíⁿ ,àmsɔ̀gɔ̀-gí-nɛ́,,,,àmbà sɔ̀gɔ̀-gí-nɛ́,,,,àmbà-sɔ̀gɔ̀-jì,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,1.0,"dandy, elegant, gallant","fanfarron, élégant, galant",5860.0,,,old,,"dandy, elegant young man with a swagger","fanfarron, jeune homme à démarche hautaine et élégante, playboy",1.0,ɛ̀rà nù-rⁿú\\nǔ-m,"ɲàrⁿà-gǒ-m\\-gǒ:, àrⁿà-gùrɔ̂-m\\-gùrɔ̂:",àrⁿámbâw-m\\àrⁿámbâ:,"àsìmá, nù jɛ̀gì-jɛ̀gí",,"iɲarⁿagon,iarⁿagon","ìɲàrⁿà-gó:-n, ì-àrⁿà-gó:-n, ɲàrⁿà-gí-n\\-gú-m",,,,ìɲàrⁿà-ɲí:,jɛ̀gù-jɛ́gɛ́-nɛ́,,,,gàndàl-gí-nɛ́,,,,nò ànà-kàn,dwà:n-kàné\\kǎ-mbó,wà:jì-kání,ɲá:jíŋgà,,,wàjù-kàn,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,1.3,dandy,fanfarron,8499.0,,,2010.06,,be a dandy,ê. fanfarron,1.0,,,,,[dáwlà lè] wɔ̀,,,,,,,,,,,gàndàl-gí-nɛ́=ɲ̀,,,,,,wà:jí kán(ú),ɲá:jí kání,,"màntì kánì, wàjì kánì",wájú kán,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,2.0,"elegance, gallant","élégance, galanterie",5861.0,,,old,,"elegance, being a gallant","galanterie, élégance",1.0,"ɲá:jò, ɛ̀rá",jɛ̀gú,ɲá:jò,jɛ̀gú,dáwlà,ɲajɛ,ɲá:jɛ̀,"jɛ̀gú, ɲá:jɛ̀",,,ìɲàrⁿá,jɛ̀gú,,,,"jɛ̀gú, wònnú",,,,ànà,ɲá:jò\\ɲá:jè,,ɲá:jí,,màntɔ̀:rɛ́,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,2.3,"elegant, swagger, strut","élégant, galant, démarche",9380.0,,,2010.08,,"(man) act elegantly, dress well and walk with a swagger","(homme) faire le galant, se bien habiller et marcher avec une démarche élégante",1.0,,,,,,,ɲàrⁿá gǒ:,,,,ìɲ-àrⁿá ɲí:,jɛ̀gú jɛ̀gɛ́,,,,,,,,ànà kán,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,2.6,"elegant, swagger, strut","élégante, galante, démarche",9381.0,,,2010.08,,"(woman) act elegantly, dress well and walk with a swagger","(femme) faire la galante, se bien habiller et marcher avec une démarche élégante",1.0,,,,,,,"ì:-yà:-gô: gǒ:, ì:-yǎ: gǒ:",,,,ìⁿ-yǎ: ɲí:,ɛ̀lì-ý ɛ́l-ɛ́:,,,,,,,,gùlɔ̀ kán,,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,3.0,"dress well, elegance","bien habiller, élégance",5862.0,,,old,,"(man) dress up, wear a fine boubou (garment)","(homme) se bien habiller, porter un boubou élégant",1.0,,,,,,,,,,,,pâyⁿ kárⁿá,,,,"wònnú káná, jɛ̀gú jɛ̀gɛ́",,,,,ɲá:jɛ́,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,4.0,"showboat, show-off",malin,5863.0,,,old,,"be a showboat (show-off), be a wise guy",faire le malin,1.0,ɛ́rúm\\ɛ́rúmá,"X ɲàrⁿá gǒ, jɛ̀gú jɛ̀gɛ́",àrⁿàmbǎ: káŋ,jɛ̀gí jɛ̀gí,,jɛgujɛgɛ,jɛ̀gú jɛ̀gɛ́,"jɛ̀gú jɛ̀gɛ́, ɲá:jɛ́",,,,dónɔ́ gùɲɔ́,,,,gándàl káná,,,,,,,kòsì jâwⁿ sá:,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,5.0,show off,faire le malin,5864.0,,,old,,"show off, be a showboat (male)",faire le malin (mâle),1.0,,,xxx,àrⁿà-gùrɔ́ jɛ̀gí,,,,"àrⁿà-gùrɔ́ gǒ:, àrⁿà-gùrɔ́ jɛ̀gɛ́",,,ìɲàrⁿá ɲí:,,,,,,,,,ànà gùɲɔ́\\gùɲà-lí,xxx,,,,,,,,,,,,,,,,,,,,,
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,6.0,show off,faire le malin,5865.0,,,old,,"show off, be a showboat (female)",faire le malin (femme),1.0,,,xxx,yà-gùrɔ́ jɛ̀gí,,,,"yà-gùrɔ́ gǒ:, yà-gùrɔ́ jɛ̀gɛ́",,,ìⁿ-yǎ: ɲí:,,,,,,,,,gùlɔ̀ zɛ̀gɛ́,xxx,,,,,,,,,,,,,,,,,,,,,s
emotion/temperament,pride,émotion/nature,orgueil,117.0,18.0,6.5,"proud, pride, vain","hautain, orgueilleux",9382.0,,,2010.08,,"(sb) be proud, vain","(qn) ê. hautain, orgueilleux",1.0,,kù:-[dìyⁿǎ-wⁿ] káyⁿ,,,,,kù:ⁿ-ìré íré,,,,[kùⁿ-dɔ́wɔ́] dɔ̀wɔ́ ,kù:-ùló úló,,,,,,,,kò:-ʔə̀là ʔə́lɛ́,,,,,,,,,,,,,,,,,,,,,,
