ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID
14977	ToroTegu	white, light-colored	pírú	pírú	p í/i r ú/u		11193
14978	YandaDom	white, light-colored	pílɛ́	pílɛ́	p í/i l ɛ́/ɛ		11193
14979	YornoSo	white, light-colored	píl	píl	p í/i l		11193
10591	Ampari	who?	wà:	wà:	w à:/aː		11196
10592	BankanTey	who?	ǎm	ǎm	ǎ/a m		11197
10593	BenTey	who?	ǎm	ǎm	ǎ/a m		11197
10594	Bunoge	who?	ʔà:yè	ʔà:yè	ʔ à:/aː j è/e		11199
10595	DogulDomA	who?	ámí	ámí	á/a m í/i		11197
10596	DogulDomB	who?	ǎm	ǎm	ǎ/a m		11197
10597	DonnoSo	who?	a᷈:	a᷈:	a᷈:/ãː		11202
10598	JamsayAlphabet	who?	a,ila	a	a		11202
10599	JamsayDouentza	who?	ǎ:, ìlá:	ǎ:	ǎ:/aː		11202
10600	Mombo	who?	á:	á:	á:/aː		11202
10601	Najamba	who?	ǎm	ǎm	ǎ/a m		11197
10602	Nanga	who?	ǎŋ	ǎŋ	ǎ/a ŋ		11207
10603	Penange	who?	à:	à:	à:/aː		11202
10604	PergeTegu	who?	ǎ:	ǎ:	ǎ:/aː		11202
10605	TebulUre	who?	àḿ	àḿ	à/a ḿ/m		11197
10606	Tiranige	who?	à:	à:	à:/aː		11202
10607	TogoKan	who?	ǎ:	ǎ:	ǎ:/aː		11202
10608	TommoSoTongoTongo	who?	áá	áá	áá/aː		11202
10609	ToroTegu	who?	àyé	àyé	à/a j é/e		11199
10610	YandaDom	who?	àm	àm	à/a m		11197
10611	YornoSo	who?	ǎ:	ǎ:	ǎ:/aː		11202
10633	Ampari	why?	ìnjɛ́ nóndò	ìnjɛ́_nóndò	ì/i ⁿdʒ ɛ́/ɛ + n ó/o ⁿd ò/o		11208
10634	BankanTey	why?	ǹjé déŋgèy	ǹjé_déŋgèy	ǹ/n dʒ é/e + d é/e ŋ ɡ è/e j		11209
10635	BenTey	why?	ǹjé gǐn, ǹjé gǔn	ǹjé_gǐn	ǹ/n dʒ é/e + ɡ ǐ/i n		11209
10636	Bunoge	why?	ʔébégè dà	ʔébégè_dà	ʔ é/e b é/e ɡ è/e + d à/a		11211
10637	DogulDomA	why?	ǹgólàŋ	ǹgólàŋ	ǹ/n ɡ ó/o l à/a ŋ		11212
10638	DogulDomB	why?	ŋ̀góŋ gìnɛ́, ŋ̀góŋ làŋ	ŋ̀góŋ_gìnɛ́	ŋ̀/ŋ ɡ ó/o ŋ + ɡ ì/i n ɛ́/ɛ		11213
10639	DonnoSo	why?	ìnjú	ìnjú	ì/i ⁿdʒ ú/u		11214
10640	JamsayAlphabet	why?	iɲejɛ,iɲe	iɲejɛ	i ɲ/ɲ e dʒ ɛ		11214
10641	JamsayDouentza	why?	ìɲé jɛ́, ìɲé	ìɲé_jɛ́	ì/i ɲ/ɲ é/e + dʒ ɛ́/ɛ		11216
10642	Mombo	why?	íŋgyá nâw	íŋgyá_nâw	í/i ŋ ɡ j á/a + n â/a w		11217
10643	Najamba	why?	yèŋgé nɛ̀n	yèŋgé_nɛ̀n	j è/e ŋ ɡ é/e + n ɛ̀/ɛ n		11217
10644	Nanga	why?	kɔ̀ɲɛ́ dɛ̀rⁿí, ǹɲɛ́ dɛ̀rⁿí	kɔ̀ɲɛ́_dɛ̀rⁿí	k ɔ̀/ɔ ɲ/ɲ ɛ́/ɛ + d ɛ̀/ɛ r̃ í/i		11216
10645	Penange	why?	njɛ́ námù ~ njɛ́ nâm:	njɛ́_námù	ⁿdʒ ɛ́/ɛ + n á/a m ù/u		11220
10646	PergeTegu	why?	ìnjé jɛ́	ìnjé_jɛ́	ì/i ⁿdʒ é/e + dʒ ɛ́/ɛ		11216
10647	TebulUre	why?	ìnjé kàndà, ìnjé dùgò	ìnjé_kàndà	ì/i ⁿdʒ é/e + k à/a ⁿd à/a		11208
10648	Tiranige	why?	ndégé dàgà	ndégé_dàgà	ⁿd é/e ɡ é/e + d à/a ɡ à/a		11223
10649	TogoKan	why?	ìŋé gɛ̀:	ìŋé_gɛ̀:	ì/i ŋ é/e + ɡ ɛ̀:/ɛː		11224
10650	TommoSoTongoTongo	why?	ńjɛ́ díɛ́	ńjɛ́_díɛ́	ń/n dʒ ɛ́/ɛ + d í/i ɛ́/ɛ		11209
10651	ToroTegu	why?	èsé kà: ~ ìsé kà: ~ èsé kà:wà, yé dè	èsé_kà:	è/e s é/e + k à:/aː		11224
10652	YandaDom	why?	ʔə̀ɲè dán, cìʔə̀ɲè dán, ʔə̀ɲè nî:	ʔə̀ɲè_dán	ʔ ə̀/ə ɲ/ɲ è/e + d á/a n		11216
10653	YornoSo	why?	ǹjɛ́ dɛ̀:	ǹjɛ́_dɛ̀:	ǹ/n dʒ ɛ́/ɛ + d ɛ̀:/ɛː		11209
15398	BankanTey	wide (passageway)	káwⁿáwⁿ	káwⁿáwⁿ	k á/a w̃ á/a w̃		11225
15399	BenTey	wide (passageway)	káwàw	káwàw	k á/a w à/a w		11225
15400	Bunoge	wide (passageway)	bàmbà	bàmbà	b à/a ⁿb à/a		11227
15401	DogulDomB	wide (passageway)	pàygú (pǎyg)	pàygú_	p à/a j ɡ ú/u		11228
15402	DonnoSo	wide (passageway)	wáyà	wáyà	w á/a j à/a		11240
15403	JamsayAlphabet	wide (passageway)	wa	wa	w a		11240
15404	JamsayDouentza	wide (passageway)	wá:	wá:	w á:/aː		11240
15405	Mombo	wide (passageway)	bámbá	bámbá	b á/a ⁿb á/a		11227
15406	Najamba	wide (passageway)	wàyáŋgé\\wàyɛ́:	wàyáŋgé	w à/a j á/a ŋ ɡ é/e		11233
15407	Nanga	wide (passageway)	gâw	gâw	ɡ â/a w		11225
15408	Penange	wide (passageway)	bámbá	bámbá	b á/a ⁿb á/a		11227
15409	PergeTegu	wide (passageway)	wáy	wáy	w á/a j		11240
15410	TebulUre	wide (passageway)	wàɛ́\\wǎygɔ́	wàɛ́	w à/a ɛ́/ɛ		11240
15411	Tiranige	wide (passageway)	báy	báy	b á/a j		11228
15412	TogoKan	wide (passageway)	wá:	wá:	w á:/aː		11240
15413	TommoSoTongoTongo	wide (passageway)	wánnú	wánnú	w á/a n n ú/u		11240
15414	ToroTegu	wide (passageway)	pótó	pótó	p ó/o t ó/o		11227
15415	YandaDom	wide (passageway)	wàyⁿ	wàyⁿ	w à/a yⁿ/ỹ		11240
15416	YornoSo	wide (passageway)	wán	wán	w á/a n		11240
939	BankanTey	widow (not yet remarried)	àwràyǎm	àwràyǎm	à/a w r à/a j ǎ/a m		11241
940	BenTey	widow (not yet remarried)	yà pàlúm\\pàlú	yà_pàlúm	j à/a + p à/a l ú/u m		11242
941	Bunoge	widow (not yet remarried)	yɔ́: pàndògà	yɔ́:_pàndògà	j ɔ́ː/ɔː + p à/a ⁿd ò/o ɡ à/a		11242
942	DogulDomB	widow (not yet remarried)	yà: pàndé	yà:_pàndé	j à:/aː + p à/a ⁿd é/e		11242
943	DonnoSo	widow (not yet remarried)	yà: pàndìnɛ́	yà:_pàndìnɛ́	j à:/aː + p à/a ⁿd ì/i n ɛ́/ɛ		11242
944	Gourou	widow (not yet remarried)	yà:pǎn	yà:pǎn	j à:/aː p ǎ/a n		11246
945	JamsayAlphabet	widow (not yet remarried)	yɛpanin	yɛpanin	j ɛ p a n i n		11246
946	JamsayDouentza	widow (not yet remarried)	yɛ̀pànín	yɛ̀pànín	j ɛ̀/ɛ p à/a n í/i n		11246
947	Mombo	widow (not yet remarried)	yɔ̀: pándè	yɔ̀:_pándè	j ɔ̀:/ɔː + p á/a ⁿd è/e		11242
948	Najamba	widow (not yet remarried)	yàpàndé\\yàpàndúmbó	yàpàndé	j à/a p à/a ⁿd é/e		11246
949	Nanga	widow (not yet remarried)	yà pàndí	yà_pàndí	j à/a + p à/a ⁿd í/i		11242
950	PergeTegu	widow (not yet remarried)	yàpàlún	yàpàlún	j à/a p à/a l ú/u n		11246
951	TebulUre	widow (not yet remarried)	yà pàndɛ̌:\\pàndùmbɔ́	yà_pàndɛ̌:	j à/a + p à/a ⁿd ɛ̌:/ɛː		11242
952	TommoSoTongoTongo	widow (not yet remarried)	yàà pàndé	yàà_pàndé	j àà/aː + p à/a ⁿd é/e		11242
953	TomoKanDiangassagou	widow (not yet remarried)	yà pàndù	yà_pàndù	j à/a + p à/a ⁿd ù/u		11242
954	TomoKanSegue	widow (not yet remarried)	yà: pàndù	yà:_pàndù	j à:/aː + p à/a ⁿd ù/u		11242
955	ToroTegu	widow (not yet remarried)	yàkúmnó	yàkúmnó	j à/a k ú/u m n ó/o		11257
956	YandaDom	widow (not yet remarried)	yɛ̀ pàndè\\mù	yɛ̀_pàndè	j ɛ̀/ɛ + p à/a ⁿd è/e		11242
957	YornoSo	widow (not yet remarried)	yà pǎnnɛ́	yà_pǎnnɛ́	j à/a + p ǎ/a n n ɛ́/ɛ		11242
958	BankanTey	widower	àwràárⁿàm	àwràárⁿàm	à/a w r ǎ:/aː r̃ à/a m		11258
959	BenTey	widower	àrⁿà pàlúm]]pàlú	àrⁿà_pàlúm]]pàlú	à/a r̃ à/a + p à/a l ú/u m p à/a l ú/u		11259
960	Gourou	widower	pǎn	pǎn	p ǎ/a n		11260
961	JamsayAlphabet	widower	anpandan	anpandan	a n p a ⁿd a n		11261
962	JamsayDouentza	widower	àn pándâ:n	àn_pándâ:n	à/a n + p á/a ⁿd â:/aː n		11262
963	Najamba	widower	ànàpàndé\\ànàpàndúmbó	ànàpàndé	à/a n à/a p à/a ⁿd é/e		11261
964	Nanga	widower	àrⁿà pàndí	àrⁿà_pàndí	à/a r̃ à/a + p à/a ⁿd í/i		11262
965	PergeTegu	widower	ànù pǎl dáŋgàn	ànù_pǎl_dáŋgàn	à/a n ù/u + p ǎ/a l + d á/a ŋ ɡ à/a n		11265
966	TommoSoTongoTongo	widower	ànà pàndé	ànà_pàndé	à/a n à/a + p à/a ⁿd é/e		11262
967	ToroTegu	widower	àràkúmnó	àràkúmnó	à/a r à/a k ú/u m n ó/o		11267
968	YandaDom	widower	àn pàndè\\mù	àn_pàndè	à/a n + p à/a ⁿd è/e		11262
969	YornoSo	widower	àrⁿà pǎnnɛ́	àrⁿà_pǎnnɛ́	à/a r̃ à/a + p ǎ/a n n ɛ́/ɛ		11269
8483	BankanTey	wife	yǎm\\yǎ:	yǎm	j ǎ/a m		11270
8484	BenTey	wife	yǎm\\yǎ:	yǎm	j ǎ/a m		11270
8485	Bunoge	wife	yɔ́ (yɔ̂:)	yɔ́_	j ɔ́/ɔ		11270
8486	DogulDomA	wife	yáágù	yáágù	j áá/aː ɡ ù/u		11270
8487	DogulDomB	wife	yǎ:g	yǎ:g	j ǎ:/aː ɡ		11270
8488	DonnoSo	wife	yà:ná	yà:ná	j à:/aː n á/a		11270
8489	Gourou	wife	ɲɛ̌m	ɲɛ̌m	ɲ/ɲ ɛ̌/ɛ m		11276
8490	JamsayAlphabet	wife	ɲɛn	ɲɛn	ɲ/ɲ ɛ n		11276
8491	JamsayDouentza	wife	ɲɛ̌n	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		11276
8492	Mombo	wife	yɔ̂:	yɔ̂:	j ɔ̂:/ɔː		11270
8493	Najamba	wife	yɛ̌:\\yàwó:	yɛ̌:	j ɛ̌:/ɛː		11270
8494	Nanga	wife	yǎŋ	yǎŋ	j ǎ/a ŋ		11270
8495	Penange	wife	yɔ̀:	yɔ̀:	j ɔ̀:/ɔː		11270
8496	PergeTegu	wife	ɲàrⁿú\\ɲǎm	ɲàrⁿú	ɲ/ɲ à/a r̃ ú/u		11283
8497	TebulUre	wife	yǎ	yǎ	j ǎ/a		11270
8498	Tiranige	wife	yé:	yé:	j é:/eː		11270
8499	TogoKan	wife	ɲɛ̌	ɲɛ̌	ɲ/ɲ ɛ̌/ɛ		11276
8500	TommoSoTongoTongo	wife	yààná	yààná	j àà/aː n á/a		11270
8501	ToroTegu	wife	yⁿàrⁿú\\yⁿǎm	yⁿàrⁿú	yⁿ/ỹ à/a r̃ ú/u		11283
8502	YandaDom	wife	yɛ̀\\mù	yɛ̀	j ɛ̀/ɛ		11270
8503	YornoSo	wife	yǎ:rⁿá\\yǎ:m	yǎ:rⁿá	j ǎ:/aː r̃ á/a		11283
6513	Ampari	wind (airflow)	ɛ̀rɛ̀rì (ɛ̀rìgì gé)	ɛ̀rɛ̀rì_	ɛ̀/ɛ r ɛ̀/ɛ r ì/i		11284
6514	BankanTey	wind (airflow)	ósósô:	ósósô:	ó/o s ó/o s ôː/oː		11285
6515	BenTey	wind (airflow)	ó:sò	ó:sò	óː/oː s ò/o		11285
6516	Bunoge	wind (airflow)	yàlè	yàlè	j à/a l è/e		11287
6517	DogulDomA	wind (airflow)	ɛ́nnɛ̀	ɛ́nnɛ̀	ɛ́/ɛ n n ɛ̀/ɛ		11288
6518	DogulDomB	wind (airflow)	ɛ́nnɛ̀	ɛ́nnɛ̀	ɛ́/ɛ n n ɛ̀/ɛ		11288
6519	DonnoSo	wind (airflow)	gɛ́:dɛ̀	gɛ́:dɛ̀	ɡ ɛ́:/ɛː d ɛ̀/ɛ		11290
6520	Gourou	wind (airflow)	ó:só	ó:só	óː/oː s ó/o		11285
6521	JamsayAlphabet	wind (airflow)	oɲo	oɲo	o ɲ/ɲ o		11288
6522	JamsayDouentza	wind (airflow)	ó:ɲó	ó:ɲó	óː/oː ɲ/ɲ ó/o		11288
6523	JamsayMondoro	wind (airflow)	ó:ɲó	ó:ɲó	óː/oː ɲ/ɲ ó/o		11288
6524	Mombo	wind (airflow)	yálé	yálé	j á/a l é/e		11287
6525	Najamba	wind (airflow)	énánáŋgó\\énáne:́ = ɛ́nɛ́nɛ́:, énáŋgó\\ɛ́nɛ́:	énánáŋgó	é/e n á/a n á/a ŋ ɡ ó/o		11296
6526	Nanga	wind (airflow)	úsúrⁿò, úsúrⁿɔ̀	úsúrⁿò	ú/u s ú/u r̃ ò/o		11284
6527	Penange	wind (airflow)	yàlè	yàlè	j à/a l è/e		11287
6528	PergeTegu	wind (airflow)	ó:njó	ó:njó	óː/oː ⁿdʒ ó/o		11290
6529	TebulUre	wind (airflow)	ídá	ídá	í/i d á/a		11290
6530	Tiranige	wind (airflow)	ìɲìnɛ̀	ìɲìnɛ̀	ì/i ɲ/ɲ ì/i n ɛ̀/ɛ		11288
6531	TogoKan	wind (airflow)	ó:ɲó	ó:ɲó	óː/oː ɲ/ɲ ó/o		11288
6532	TommoSoTongoTongo	wind (airflow)	ódóró	ódóró	ó/o d ó/o r ó/o		11284
6533	ToroTegu	wind (airflow)	zámà	zámà	z á/a m à/a		11304
6534	YandaDom	wind (airflow)	ɛ́nɛ́n ~ ɛ́nɛ́ŋ	ɛ́nɛ́n	ɛ́/ɛ n ɛ́/ɛ n		11288
6535	YornoSo	wind (airflow)	óɲɔ́	óɲɔ́	ó/o ɲ/ɲ ɔ́/ɔ		11288
6141	BankanTey	window (full-sized)	pólmí:jè	pólmí:jè	p ó/o l m í:/iː dʒ è/e		11305
6142	BenTey	window (full-sized)	ùrò[dìdɔ̌w]	ùrò	ù/u r ò/o		11306
6143	DogulDomA	window (full-sized)	fìnɛ̀tɛ́r	fìnɛ̀tɛ́r	f ì/i n ɛ̀/ɛ t ɛ́/ɛ r		11307
6144	Gourou	window (full-sized)	tò:bùsú	tò:bùsú	t òː/oː b ù/u s ú/u		11308
6145	JamsayAlphabet	window (full-sized)	toguka	toguka	t o ɡ u/u k a		11308
6146	JamsayDouentza	window (full-sized)	tògùká:	tògùká:	t ò/o ɡ ù/u k á:/aː		11308
6147	Mombo	window (full-sized)	gɔ̀lɛ́	gɔ̀lɛ́	ɡ ɔ̀/ɔ l ɛ́/ɛ		11311
6148	Nanga	window (full-sized)	pìnɛ̀tɛ̂:r, pìnɛ́tírì, ǹdòtɔ̀gí	pìnɛ̀tɛ̂:r	p ì/i n ɛ̀/ɛ t ɛ̂:/ɛː r		11307
6149	PergeTegu	window (full-sized)	pɛ̀nɛ́:tr̀	pɛ̀nɛ́:tr̀	p ɛ̀/ɛ n ɛ́:/ɛː t r		11307
6150	Tiranige	window (full-sized)	pénétírí	pénétírí	p é/e n é/e t í/i r í/i		11307
6151	TogoKan	window (full-sized)	kɛ̀ⁿbùjú	kɛ̀ⁿbùjú	k ɛ̀ⁿ/ɛ̃ b ù/u dʒ ú/u		11315
6152	TommoSoTongoTongo	window (full-sized)	fɛ̀nɛ̀ndɛ́ɛ́rù	fɛ̀nɛ̀ndɛ́ɛ́rù	f ɛ̀/ɛ n ɛ̀/ɛ ⁿd ɛ́ɛ́/ɛː r ù/u		11307
6153	ToroTegu	window (full-sized)	tògùròùrěy	tògùròùrěy	t ò/o ɡ ù/u r ò/o ù/u r ě/e j		11317
6154	YandaDom	window (full-sized)	wíndù	wíndù	w í/i ⁿd ù/u		11318
6155	YornoSo	window (full-sized)	dɔ̀lìý, [dɔ̀lìy]kálá, wìndô	dɔ̀lìý	d ɔ̀/ɔ l ì/i j́/y		11311
3012	BankanTey	wing (of bird)	jɛ̀ndɛ̂:	jɛ̀ndɛ̂:	dʒ ɛ̀/ɛ ⁿd ɛ̂:/ɛː		11319
3013	BenTey	wing (of bird)	gámjá	gámjá	ɡ á/a m dʒ á/a		11326
3014	Bunoge	wing (of bird)	gúbà	gúbà	ɡ ú/u b à/a		11321
3015	DogulDomA	wing (of bird)	gáámbùrù	gáámbùrù	ɡ áá/aː ⁿb ù/u r ù/u		11321
3016	DogulDomB	wing (of bird)	gámbùrùŋ̀	gámbùrùŋ̀	ɡ á/a ⁿb ù/u r ù/u ŋ̀/ŋ		11321
3017	DonnoSo	wing (of bird)	gámbùrù	gámbùrù	ɡ á/a ⁿb ù/u r ù/u		11321
3018	Gourou	wing (of bird)	gámsá	gámsá	ɡ á/a m s á/a		11326
3019	JamsayAlphabet	wing (of bird)	gamɲu	gamɲu	ɡ a m ɲ/ɲ u/u		11326
3020	JamsayDouentza	wing (of bird)	gámɲú	gámɲú	ɡ á/a m ɲ/ɲ ú/u		11326
3021	JamsayMondoro	wing (of bird)	gámɲú	gámɲú	ɡ á/a m ɲ/ɲ ú/u		11326
3022	Mombo	wing (of bird)	kárákárá	kárákárá	k á/a r á/a k á/a r á/a		11321
3023	Najamba	wing (of bird)	kàkàrâ:\\kàkàrɛ̂:	kàkàrâ:	k à/a k à/a r â:/aː		11321
3024	Nanga	wing (of bird)	kàkásâ, jɛ̀rɛ́	kàkásâ	k à/a k á/a s â/a		11321
3025	Penange	wing (of bird)	gùbà	gùbà	ɡ ù/u b à/a		11321
3026	PergeTegu	wing (of bird)	gámjá	gámjá	ɡ á/a m dʒ á/a		11326
3027	TebulUre	wing (of bird)	kákárá	kákárá	k á/a k á/a r á/a		11321
3028	Tiranige	wing (of bird)	pɛ̀nɛ̀pɛ̀nɛ̀	pɛ̀nɛ̀pɛ̀nɛ̀	p ɛ̀/ɛ n ɛ̀/ɛ p ɛ̀/ɛ n ɛ̀/ɛ		11335
3029	TogoKan	wing (of bird)	gáɲá	gáɲá	ɡ á/a ɲ/ɲ á/a		11326
3030	TommoSoTongoTongo	wing (of bird)	kákárú	kákárú	k á/a k á/a r ú/u		11321
3031	TomoKanSegue	wing (of bird)	gànjá	gànjá	ɡ à/a ⁿdʒ á/a		11326
3032	ToroTegu	wing (of bird)	jɛ̀tá	jɛ̀tá	dʒ ɛ̀/ɛ t á/a		11319
3033	YandaDom	wing (of bird)	kàgádà	kàgádà	k à/a ɡ á/a d à/a		11321
3034	YornoSo	wing (of bird)	gámìrù	gámìrù	ɡ á/a m ì/i r ù/u		11321
9649	BankanTey	witness (person)	sɛ̌:tɛ̀m\\sɛ̌:tɛ̀ xxx[tone]	sɛ̌:tɛ̀m	s ɛ̌:/ɛː t ɛ̀/ɛ m		11337
9650	BenTey	witness (person)	sɛ́:rɛ̀, sɛ́:dɛ̀m\\sɛ́:dɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		11337
9651	Bunoge	witness (person)	sè:ré	sè:ré	s è:/eː r é/e		11337
9652	DonnoSo	witness (person)	sé:rè	sé:rè	s é:/eː r è/e		11337
9653	Gourou	witness (person)	sɛ́:rɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		11337
9654	JamsayAlphabet	witness (person)	sɛrɛ	sɛrɛ	s ɛ r ɛ		11337
9655	JamsayDouentza	witness (person)	sɛ́:rɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		11337
9656	Mombo	witness (person)	séré	séré	s é/e r é/e		11337
9657	Najamba	witness (person)	sérè\\sêrmbò	sérè	s é/e r è/e		11337
9658	Nanga	witness (person)	sɛ́:rɛ̀, sɛ̀:rɛ̀gǒ:	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		11337
9659	Penange	witness (person)	kàmbyà	kàmbyà	k à/a ⁿb j à/a		11346
9660	PergeTegu	witness (person)	sɛ́:rɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		11337
9661	TebulUre	witness (person)	zú	zú	z ú/u		11337
9662	Tiranige	witness (person)	sè:dé	sè:dé	s è:/eː d é/e		11337
9663	TogoKan	witness (person)	sɛ́:rɛ́	sɛ́:rɛ́	s ɛ́:/ɛː r ɛ́/ɛ		11337
9664	TommoSoTongoTongo	witness (person)	sééré	sééré	s éé/eː r é/e		11337
9665	ToroTegu	witness (person)	sɛ̌:dɛ̀, sìnàŋ káyná	sɛ̌:dɛ̀	s ɛ̌:/ɛː d ɛ̀/ɛ		11337
9666	YandaDom	witness (person)	séré	séré	s é/e r é/e		11337
9667	YornoSo	witness (person)	sê:rè	sê:rè	s ê:/eː r è/e		11337
673	Ampari	woman, female person	ìndá yɔ̀:, yɔ̌: (yɔ̌: gè)	ìndá_yɔ̀:	ì/i ⁿd á/a + j ɔ̀:/ɔː		11347
674	BankanTey	woman, female person	yǎm\\yǎ:	yǎm	j ǎ/a m		11348
675	BenTey	woman, female person	yǎm\\yǎ:	yǎm	j ǎ/a m		11348
676	Bunoge	woman, female person	yɔ́ (yɔ̂: nɔ̀)	yɔ́_	j ɔ́/ɔ		11348
677	DogulDomA	woman, female person	yáá, nòò yáá	yáá	j áá/aː		11348
678	DogulDomB	woman, female person	yǎ: ~ yǎ:g (pl yà:wé)	yǎ:	j ǎ:/aː		11348
679	DonnoSo	woman, female person	yà:ná\\yǎ:ŋ, yà:nà pǎy	yà:ná	j à:/aː n á/a		11348
680	Gourou	woman, female person	ɲɛ̌n\\ɲɛ̌m	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		11354
681	JamsayAlphabet	woman, female person	ɲɛn	ɲɛn	ɲ/ɲ ɛ n		11354
682	JamsayDouentza	woman, female person	ɲɛ̌n\\ɲɛ̌m	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		11354
683	JamsayMondoro	woman, female person	ɲɛ̌n\\ɲɛ̌m	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		11354
684	Mombo	woman, female person	yɔ̂:	yɔ̂:	j ɔ̂:/ɔː		11348
685	Najamba	woman, female person	yɛ̌:\\yàwó:	yɛ̌:	j ɛ̌:/ɛː		11348
686	Nanga	woman, female person	yǎŋ\\yǎ:	yǎŋ	j ǎ/a ŋ		11348
687	Penange	woman, female person	yɔ̀:	yɔ̀:	j ɔ̀:/ɔː		11348
688	PergeTegu	woman, female person	ɲàrⁿú\\ɲǎm	ɲàrⁿú	ɲ/ɲ à/a r̃ ú/u		11362
689	TebulUre	woman, female person	yǎ\\yàmbɔ́	yǎ	j ǎ/a		11348
690	Tiranige	woman, female person	ndàyé:\\yé:gé (Boui), yé:\\yé:gé (Boui, Ningo)	ndàyé:	ⁿd à/a j é:/eː		11364
691	TogoKan	woman, female person	ɲɛ̌	ɲɛ̌	ɲ/ɲ ɛ̌/ɛ		11354
692	TommoSoTongoTongo	woman, female person	yààná	yààná	j àà/aː n á/a		11348
693	ToroTegu	woman, female person	yⁿàrⁿú\\yⁿàmú, yⁿàrⁿú\\yⁿǎm	yⁿàrⁿú	yⁿ/ỹ à/a r̃ ú/u		11362
694	YandaDom	woman, female person	yɛ̀\\yɛ̀mù (DefSg yɛ́ gɛ̀)	yɛ̀	j ɛ̀/ɛ		11348
695	YornoSo	woman, female person	yǎ:rⁿá\\yǎ:m	yǎ:rⁿá	j ǎ:/aː r̃ á/a		11362
1551	BankanTey	womb	nɔ̂n úrò	nɔ̂n_úrò	n ɔ̂/ɔ n + ú/u r ò/o		11365
1552	BenTey	womb	yàyě:	yàyě:	j à/a j ě:/eː		11366
1553	DogulDomA	womb	mɛ̀lɔ̂	mɛ̀lɔ̂	m ɛ̀/ɛ l ɔ̂/ɔ		11367
1554	DonnoSo	womb	ɔ́gɔ̀	ɔ́gɔ̀	ɔ́/ɔ ɡ ɔ̀/ɔ		11368
1555	JamsayAlphabet	womb	wɔru	wɔru	w ɔ r u/u		11369
1556	JamsayDouentza	womb	wɔ́rù	wɔ́rù	w ɔ́/ɔ r ù/u		11369
1557	Mombo	womb	nóló dó:ŋgè	nóló_dó:ŋgè	n ó/o l ó/o + d óː/oː ŋ ɡ è/e		11371
1558	Najamba	womb	púrú\\púrí	púrú	p ú/u r ú/u		11369
1559	Nanga	womb	yì:bìyé, bìndìkɔ́rɔ̂	yì:bìyé	j ì:/iː b ì/i j é/e		11366
1560	PergeTegu	womb	ì:ⁿdɛ̌:ⁿ	ì:ⁿdɛ̌:ⁿ	ì:ⁿ/ĩː d ɛ̌:ⁿ/ɛː		11374
1561	TebulUre	womb	kúrú	kúrú	k ú/u r ú/u		11375
1562	Tiranige	womb	bé: bì:jì wá	bé:_bì:jì_wá	b é:/eː + b ì:/iː dʒ ì/i + w á/a		11376
1563	TommoSoTongoTongo	womb	íí dòm	íí_dòm	íí/iː + d ò/o m		11377
1564	TomoKanDiangassagou	womb	?wɛ̀lɛ́	?wɛ̀lɛ́	w ɛ̀/ɛ l ɛ́/ɛ		11369
1565	TomoKanSegue	womb	yùrú	yùrú	j ù/u r ú/u		11369
1566	ToroTegu	womb	lárá ìlò	lárá_ìlò	l á/a r á/a + ì/i l ò/o		11380
1567	YandaDom	womb	làlàmzèlíyè, làlàmzèló	làlàmzèlíyè	l à/a l à/a m z è/e l í/i j è/e		11381
1568	YornoSo	womb	kɔ́lɔ̀, ì:dǒm	kɔ́lɔ̀	k ɔ́/ɔ l ɔ̀/ɔ		11375
5766	BankanTey	wood	tǐn	tǐn	t ǐ/i n		11383
5767	BenTey	wood	tìrⁿú ~ tìrⁿí	tìrⁿú	t ì/i r̃ ú/u		11383
5768	Bunoge	wood	tè:ŋgè	tè:ŋgè	t è:/eː ŋ ɡ è/e		11383
5769	DogulDomA	wood	bèég, tééŋ	bèég	b èé/eː ɡ		11385
5770	DogulDomB	wood	bě:g, tê:ŋ (pl tê:ⁿ yà:)	bě:g	b ě:/eː ɡ		11385
5771	DonnoSo	wood	tànná	tànná	t à/a n n á/a		11383
5772	Gourou	wood	tǐn	tǐn	t ǐ/i n		11383
5773	JamsayAlphabet	wood	tin	tin	t i n		11383
5774	JamsayDouentza	wood	tǐn	tǐn	t ǐ/i n		11383
5775	Mombo	wood	té:ŋgé	té:ŋgé	t é:/eː ŋ ɡ é/e		11383
5776	Najamba	wood	té:ŋgó\\té:	té:ŋgó	t é:/eː ŋ ɡ ó/o		11383
5777	Nanga	wood	tìrⁿí	tìrⁿí	t ì/i r̃ í/i		11383
5778	Penange	wood	té:ŋgé	té:ŋgé	t é:/eː ŋ ɡ é/e		11383
5779	PergeTegu	wood	tìrⁿí	tìrⁿí	t ì/i r̃ í/i		11383
