ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
concepts-437	437	(e.g. stick) be dropped (by sb)	(bâton, etc.) tomber (de la main de qn)	dropped	tomber	fall/fall	tomber/tomber	2866	DROP (SOMETHING)	verb
concepts-5549	5549	let drop (load carried on head)	laisser tomber (charge portée sur la tête)	drop	laisser tomber	fall/fall	tomber/tomber	2866	DROP (SOMETHING)	verb
concepts-2760	2760	calculate	calculer	calculate	calculer	numeral/count/calculate	numéro/compter/calculer	2867	CALCULATE	verb
concepts-1253	1253	(sth) bother (sb), make (sb) angry	(qch) fâcher (qn)	bother, anger	fâcher	emotion/temperament/sick and tired	émotion/nature/avoir marre	2869	BOTHER (HARASS)	verb
concepts-7138	7138	recognize (e.g. sb not seen for a long time)	reconnaître (par ex., qn qu'on n'a pas vu depuis longtemps)	recognize	reconnaître	mental/know	mental/savoir/connaître	2870	RECOGNIZE (SOMEBODY)	verb
concepts-8568	8568	swing (e.g. arms, as one walks)	balancer (par ex. les bras, en marchant)	swing	balancer	mix/stir/shake/shake	mélanger/remuer/secouer/secouer	2871	SWING (MOVEMENT)	verb
concepts-672	672	(lion, leopard) roar (verb only)	(lion, panthère) rugir (verbe seulement)	roar	rugir	sound/wild animal sound	son/cri d'animal sauvage	3896	ROAR	verb
concepts-7318	7318	roar, trumpeting (of elephant)	barrissement (d'éléphant)	trumpet	barrissement	sound/wild animal sound	son/cri d'animal sauvage	3896	ROAR	verb
concepts-8151	8151	sound, noise (of unseen object)	bruit (d'objet non vu)	sudden noise	bruit subite	sound/noise	son/bruit	2879	SOUND (OF INSTRUMENT OR VOICE)	verb
concepts-8413	8413	stop, arrest (sb)	arrêter (qn)	detain, arrest, stop	arrêter, bloquer	body position/stand/stop	position du corps/debout/arrêter	2880	HALT (STOP)	verb
concepts-1826	1826	add more	ajouter	add	ajouter	commerce/increase	commerce/augmenter	2882	ADD	verb
concepts-4656	4656	hang, drape (sth) over a linear horizontal object (branch, clothesline)	suspendre (qch) sur un objet linéaire horizontal (branche, corde)	hang, hook	suspendre	attach/rope/suspend	attacher/corde/suspendre	2884	HANG	verb
concepts-6666	6666	pester, annoy, bother (sb)	emmerder, déranger (qn)	pester, annoy, bother	emmerder, déranger	talk/pester/mock	parole/déranger/moquer	2892	MAKE ANGRY (ANNOY)	verb
concepts-6396	6396	notice, spot, become aware of the presence of (e.g. animal or intruder)	remarquer, prendre conscience de, constater la présence de (par ex. un intrus ou un animal)	notice, aware, spot	remarquer, constater, conscience	vision/notice	vision/remarquer	2893	NOTICE (SOMETHING)	verb
concepts-1062	1062	(sb) fall off (while climbing a tree or hill)	(qn) tomber (en grimpant un arbre ou une colline)	fall	tomber	fall/fall	tomber/tomber	2894	TUMBLE (FALL DOWN)	verb
concepts-1097	1097	(sb) protect oneself (by carrying a weapon, amulet, etc.)	(qn) se protéger (en portant une amulette, une arme, etc.)	protect	protéger	weapon/shield	arme/bouclier	2900	PROTECT	verb
concepts-7297	7297	rinse (body, clothing)	rincer (corps, habits)	rinse	rincer	wash/bathe/rinse	laver/rincer	2904	RINSE	verb
concepts-7298	7298	rinse (pots, bowls)	rincer (marmites, vaisselle)	rinse	rincer	wash/bathe/rinse	laver/rincer	2904	RINSE	verb
concepts-8933	8933	translate, interpret (sth, from one language to another)	traduire, interpréter (qch dans une langue à une autre)	translate, interpret	traduire, interpréter	talk/inform/discuss	parole/renseigner/discuter	2906	TRANSLATE	verb
concepts-1414	1414	(wood) be decayed	(bois) pourrir, se détériorer	decay (wood)	pourri (bois)	smell/rot	olfaction/pourrir	2907	ROT	verb
concepts-7367	7367	rotting, fermenting (wet earth)	(banco mouillé) en train de fermenter, de pourrir	rot	pourrir	smell/rot	olfaction/pourrir	2907	ROT	verb
concepts-9292	9292	visitor, guest (from out of town)	visiteur, étranger (en visite)	visitor, guest	visiteur	visit/host/guest	visiter/loger/visiteur	2908	GUEST OR STRANGER	noun
concepts-549	549	(going) backward (adverb)	en arrière	backward	arrière	direction/backward	direction/arrière	2911	BACKWARD	other
concepts-550	550	(going) forward, ahead	(allant) par devant, en avant	forward	avant, devant	direction/forward	direction/avant	2912	FORWARD	other
concepts-2022	2022	at first, initially, first (adverb)	d'abord, en première position, pour commencer (adverbe)	first	d'abord	time/first/early	temps/premier/tôt	2915	AT FIRST	other
concepts-2311	2311	because of, due to	à cause de	because of	à cause de	cause/because	cause/parce que	2918	BECAUSE OF	other
concepts-8376	8376	still, until now (adverb)	encore, toujours, jusqu'à présent	still	encore, toujours	time/still/yet	temps/toujours/encore	2919	STILL (CONTINUING)	other
concepts-8523	8523	suddenly, abruptly (interjection)	brusquement (interjection)	at once	d'un coup, brusquement	speed/rapid	vitesse/rapide	2920	SUDDENLY	other
concepts-1685	1685	a little (adverb), slightly	un peu (adverbe)	a little	un peu	quantity/few/little	quantité/peu	2924	A LITTLE	adjective
concepts-6912	6912	profit, gain (noun)	bénéfice	profit, gain	bénéfice	commerce/profit	commerce/bénéfice	2929	BENEFIT	noun
concepts-875	875	(political) chief, boss	chef (politique), patron	chief	chef	status/chief	rang/chef	2930	BOSS	noun
concepts-3597	3597	doing business, buying and selling, commerce	commerce, fait d'acheter et de vendre	business, commerce	commerce	commerce/commerce	commerce/commerce	2931	BUSINESS	noun
concepts-2911	2911	chat (noun), conversation	causerie, conversation	chat, conversation	causerie, conversation	talk/conversation	parole/causerie	2933	CONVERSATION	noun
concepts-3796	3796	elevation, height (e.g. rise in land, sand dune, boulder)	élévation (terrain, dune de sable, grosse pierre, etc.)	elevation, height	élévation	topography/elevation/dune	topographie/haut-fond/dune	2936	ELEVATION	noun
concepts-8633	8633	tale (narrative)	conte (histoire)	tale, story	conte, histoire	narrative/tale	conte/conte	2937	FAIRY TALE	noun
concepts-4345	4345	gate, door at entrance to courtyard	portail, porte (avec battant) à l'entrée d'une cour	door	porte	house/door	maison/porte	2940	GATE	noun
concepts-4658	4658	happiness, being pleased	fait d. ê. content	happy	content	emotion/temperament/happy	émotion/nature/content	2941	HAPPINESS	noun
concepts-2703	2703	bundle (tied together)	fagot (attaché)	bundle	fagot	attach/rope/tie	attacher/corde/attacher	2943	BUNDLE	noun
concepts-3374	3374	damage, harm, malfunction (noun)	fait d'ê. gâté, dommage	damage, malfunction	gâté, dommage	malfunction/repair/malfunction	abîmer/réparer/abîmer	2947	DAMAGE (INJURY)	noun
concepts-4342	4342	gap or depression between two elevations (e.g. on the back of a quadruped)	petite dépression ou cavité entre deux élévations (par ex., au dos d'un quadrupède)	gap, depression	dépression, cavité	spatial relation/between	rapport spatial/entre	2948	GAP (DISTANCE)	noun
concepts-5949	5949	meaning (e.g. of a word)	signification, sens (d'un mot, etc.)	meaning	signification	talk/meaning	parole/signification	2950	MEANING	noun
concepts-9001	9001	tube (e.g. water pipe)	tuyau (d'eau etc.)	tube	tuyau	hole/tube	trou/tuyau	2956	TUBE	noun
concepts-5475	5475	laughter	rire (substantif)	laughter	rire	body function/laugh	fonctionnement corporel/rire	2958	LAUGHTER	noun
concepts-6342	6342	news (of sb)	nouvelles (de qn)	news	nouvelles	talk/inform/discuss	parole/renseigner/discuter	2964	NEWS	noun
concepts-7118	7118	reason (for doing sth)	cause (pour laquelle on fait qch)	reason	cause, motif	cause/for/purpose	cause/pour/but	2968	REASON	noun
concepts-7277	7277	riddle	devinette	riddle	devinette	narrative/proverb/riddle	conte/proverbe/devinette	2970	RIDDLE	noun
concepts-8634	8634	tale or riddle	conte (histoire) ou devinette	tale, story	conte, histoire	narrative/tale	conte/conte	2937	FAIRY TALE	noun
concepts-7809	7809	sin	péché	sin	péché	religion/reward	religion/récompense	2971	SIN	noun
concepts-7864	7864	sleep (noun)	sommeil	sleep	sommeil	sleep/wake/bed/sleep	dormer/réveiller/lit/dormir	2972	SLEEP (STATE)	noun
concepts-8435	8435	strap (for slapping horse)	cravache (à frapper le cheval)	strap	cravache	horse/camel/strap	cheval/chameau/sangle	2973	STRAP	noun
concepts-8543	8543	swarm (e.g. of insects or birds)	essaim, masse (par ex. d'oiseaux ou d'insectes)	swarm	essaim	group/mass/swarm	groupe/masse/essaim	2974	SWARM (OF BIRDS)	noun
concepts-8797	8797	thought (noun)	pensée	thought	pensée	mental/think	mental/penser	2975	THOUGHT	noun
concepts-8193	8193	speed, agility (of an athlete or worker)	vitesse, agilité (d'un athlète)	speed	rapidité	speed/rapid	vitesse/rapide	2977	WORKER	noun
concepts-3533	3533	distance, fact of being far away	distance, fait d'ê. loin	distance	distance	distance/distant	distance/loin	2978	DISTANCE	noun
concepts-1984	1984	area, zone	zone, région	area, zone	zone, région	space/place	espace/endroit	2980	AREA	noun
concepts-4386	4386	gift, something given freely (without recompense)	cadeau, don, qch qu'on donne gratuitement (sans récompense)	gift, free	cadeau	quantity/free/plain	quantité/libre/simple	2982	GIFT	noun
concepts-2017	2017	assemblage, gathering, heap, swarm	rassemblement, tas, essaim	assemble, gather	rassembler	group/mass/group	groupe/masse/groupe	2984	HEAP	noun
concepts-8645	8645	tallness, height	taille, hauteur (mesure)	tallness, height	taille, hauteur	size/tall/high	taille/haut	2985	HEIGHT	noun
concepts-1899	1899	amount, quantity (e.g. of sugar)	quantité (de sucre, par ex.)	amount, quantity	quantité	quantity/amount	quantité/quantité	2987	AMOUNT	noun
concepts-7431	7431	sack (cloth or burlap)	sac (en tissu ou en toile)	sack	sac	bag/sack/sack	sac/gros sac	2990	SACK	noun
concepts-8861	8861	tip (point) of spear	pointe de lance	spear (part)	lance	weapon/spear part	arme/partie de lance	2992	TIP (OF OBJECT)	noun
concepts-9380	9380	wealth	richesse	wealth	richesse	money/capital	argent/capital	2996	WEALTH	noun
concepts-6198	6198	multicolored	bigarré, multicolore	multicolored	multicolore, bigarré	color/multicolored	couleur/multicolore	2997	COLORFUL	adjective
concepts-2273	2273	be strong, powerful	ê. fort, puissant	strong, powerful	fort, puissant	power/strong	force/fort	3001	POWERFUL	adjective
concepts-8113	8113	solid, sturdy (e.g. construction) (adverb)	solide, résistant (construction, etc.) (adverbe)	solid, sturdy	solide	weight/heavy	poids/lourd	3003	SOLID	adjective
concepts-8114	8114	solid, without holes or fissures (wall, surface) (intensifier)	(mur, surface) solide, sans trous ni fissures	solid	solide	break/crack	casser/fissure	3003	SOLID	adjective
concepts-212	212	(bone) break	(os) se casser	break	casser	medicine/break (bone)	médecine/casser (os)	3020	BREAK (BREAKING)	verb
concepts-7674	7674	shed, thatch-covered shelter or stall open on one or more sides	hangar, abri ouvert au moins d'un côté et couvert de paille	shed, stall, shelter	hangar, abri	house/shed	maison/hangar	3025	BARN OR SHED	noun
concepts-4547	4547	gravel	gravier	gravel	gravier	soil/stone/gravel	sol/pierre/gravier	3028	GRAVEL	noun
concepts-3232	3232	cow, bull (any bovine)	bovin (vache ou taureau)	cow, bull	vache, bœuf	animal/cattle	animal/bovin	3044	BOVINE	noun
concepts-4209	4209	fodder (grass or greens, for livestock)	fourrage (de l'herbe ou autre végétation, pour le bétail)	fodder	fourrage	part (plant)/leaf	partie (plante)/feuille	3046	FODDER	noun
concepts-2278	2278	be the hot season	faire saison chaude	hot season	saison chaude	season/hot season	saison/saison chaude	3047	HOT SEASON	noun
concepts-8837	8837	tight, taut (rope)	(corde) serré	tight (rope)	serré (corde)	tight/loose/spacious/tight	étroit/lâche/spacieux/étroit	3053	TIGHT	adjective
concepts-685	685	(livestock) graze, feed on vegetation	(bétail) brouter de l'herbe, pâturer	graze	brouter	livestock/graze	bétail/brouter	3058	GRAZE	verb
concepts-5854	5854	malaria	paludisme	malaria	malaria	medicine/internal condition	médecine/maladie interne	3059	MALARIA	noun
concepts-3072	3072	colored spot or stain (e.g. on clothing)	tache (couleur, par ex. sur un vêtement)	spot, stain	tache	color/spot/stain	couleur/tache	3064	RUST	noun
concepts-7439	7439	saddle (for horse, camel, bicycle)	selle (de cheval, de chameau, de vélo)	saddle	selle	horse/camel/saddle	cheval/chameau/selle	3065	SADDLE	noun
concepts-9006	9006	turban	turban	turban	turban	clothing/turban	vêtements/turban	3066	SCARF OR TURBAN	noun
concepts-3175	3175	cool (sth), make cold	refroidir, raffraîchir (qch)	cool	refroidir	hot/cold/cold	chaleur/froid/froid	3068	COOL DOWN	verb
concepts-3983	3983	false (plant species, said of a species that resembles a better-known one)	faux (espèce de plantes, dit d'une espèce qui ressemble à une espèce mieux connue)	false species	fausse espèce	truth/lie/primary/false	vérité/mensonge/principal/faux	3069	FALSE	adjective
concepts-4938	4938	hold a meeting	tenir une réunion	meeting	réunion	together/separate/assemble	ensemble/à part/rassembler	3070	HOLD A MEETING	verb
concepts-5160	5160	insert (e.g. a pebble, into a book, as a bookmark)	introduire (par ex. un caillou, dans un livre, pour marquer une page)	insert	introduire, insérer	attach/rope/join	attacher/corde/lier	3071	INSERT	verb
concepts-4148	4148	fix, repair (apparatus)	réparer (appareil)	repair, fix	réparer	malfunction/repair/repair	abîmer/réparer/réparer	3074	FIX	verb
concepts-7907	7907	slope (of mountain)	pente (de colline)	slope	pente	topography/mountain/slope	topographie/montagne/pente	3076	SLOPE	noun
concepts-5199	5199	irrigate (e.g. field)	irriguer (champ etc.)	irrigate	irriguer	liquid/sprinkle	liquide/asperger	3078	IRRIGATE	verb
concepts-3244	3244	crack, fracture (in a surface)	fissure ou fracture dans une surface	crack, fracture, fissure	fissure	break/crack	casser/fissure	3080	SPLIT OPEN	verb
concepts-3274	3274	crops (all cultivated food plants including cereals and legumes)	cultures (toutes plantes cultivées y comprises les céréales et les légumes)	crop, grain	céréales, culture	plant (cultivated)/grain crop	plante (cultivée)/céréale cultivée	3081	CROPS	noun
concepts-2087	2087	balloon	ballon (qui flotte dans l'air)	balloon	ballon	shape/sphere	forme/globe	3083	BALLOON	noun
concepts-5536	5536	lemon	citron	lemon	citron	plant (cultivated)/fruit	plante (cultivée)/fruit	3091	LEMON	noun
concepts-6583	6583	parasol	parasol	parasol	parasol	clothing/parasol	vêtements/parasol	3105	UMBRELLA	noun
concepts-2664	2664	brush (one's teeth)	se brosser (les dents)	brush	brosser	touch/rub/wipe/rub	toucher/frotter/essuyer/frotter	3109	BRUSH (TEETH)	verb
concepts-2997	2997	clap hands, applaud	battre les mains, applaudir	clap, applaud	applaudir	sound/clap	son/applaudir	3110	CLAP	verb
concepts-4084	4084	file (sth, with a metal file)	limer (qch)	file	limer	scratch/scrape/file	gratter/racler/limer	3113	FILE (SOMETHING)	verb
concepts-465	465	(egg) hatch	(œuf) éclore (se casser)	hatch	éclore	chicken/hatch	poulet/éclore	3116	HATCH (OUT)	verb
concepts-5913	5913	massage deeply (sb, stimulating muscles)	masser profondément (qn, pour stimuler les muscles)	massage	masser	touch/rub/wipe/massage/stroke	toucher/frotter/essuyer/masser/caresser	3119	MASSAGE (SOMEBODY)	verb
concepts-6570	6570	paint (verb)	peinturer	paint	peinturer	color/dye	couleur/colorant	3122	PAINT (SOMETHING)	verb
concepts-7081	7081	rake up (dry grass) with rake or branch	ratisser (de l'herbe sèche) avec un rateau ou avec une branche	rake	ratisser	sweep/trash/sweep	balayer/ordures/balayer	3127	RAKE (SOMETHING)	verb
concepts-6862	6862	pour out, spill (liquid)	verser à terre (liquide)	pour, spill	verser	fall/pour	tomber/verser	3130	SPILL (SOMETHING)	verb
concepts-5380	5380	large box, chest	grosse caisse	chest	caisse	box/can/chest	boîte/caisse	3150	BOX OR CHEST	noun
concepts-7499	7499	scalp ringworm, fungal skin disease (mainly of children) with white bald spots on the top of the scalp (tinea capitis)	teigne, maladie (surtout des enfants) avec des taches blanches et des parties chauves sur le cuir chevelu	ringworm	teigne	medicine/skin condition	médecine/maladie de peau	3171	RINGWORM	noun
concepts-3516	3516	disease of livestock, esp. goats (not necessarily fatal) with spots on belly then spreading to rest of body (hair falls off, skin becomes scaly)	gale, maladie des animaux, surtout des chèvres (pas forcément mortelle), caractérisé par des boutons d'abord sur le ventre, puis couvrant le corps (les poils tombent, la peau devient écailleuse)	disease	maladie	medicine/animal disease	médecine/maladie d'animal	3172	SCABIES	noun
concepts-374	374	(e.g. glass) shatter, become shattered or smashed	(verre etc.) se briser	shatter, smash	briser	break/shatter	casser/briser	3191	BROKEN (SHATTERED)	verb
concepts-3177	3177	copper alloys (yellowish)	alliage de cuivre (jaunâtre)	copper	cuivre	metal/red metal	métal/métal rouge	3192	BRONZE OR COPPER	noun
concepts-357	357	(e.g. fallen tree) impede, block the passage of (sb)	(arbre tombé, etc.) bloquer le passage de (qn)	block	bloquer	impede/prevent/block	empêcher/empêcher/bloquer	3201	HINDER OR PREVENT	verb
concepts-5170	5170	insult (verb only)	insulter (verbe seulement)	insult	insulter	talk/insult	parole/insulter	3204	INSULT	verb
concepts-4379	4379	get up, arise	se lever	get up, arise	se lever	direction/up	direction/haut	3207	GO UP OR RISE (ONESELF)	verb
concepts-3977	3977	faith (Christian belief)	croyance (foi chrétienne)	faith	foi	mental/believe	mental/croire	3211	HOPE (FAITH)	noun
concepts-7222	7222	rent (sth, to sb)	louer (qch, à qn), mettre en location	rent	louer	commerce/lend/rent	commerce/prêter/louer	3213	HIRE OR RENT	verb
concepts-8016	8016	small stick, twig	bâtonnet, petite tige d'arbre	stick	bâtonnet	wood/stick/staff/stick	bois/bâton/bâton	3222	TWIG	noun
concepts-9667	9667	wring out (e.g. wet garment) by twisting	essorer (vêtement mouillé, etc.) en le tordant	wring	essorer	press/squeeze/wring	appuyer/presser/essorer	3224	WRING	verb
concepts-8968	8968	trickiness, furtiveness	astuce, fait de faire des ruses en cachette	cleverness	astuce	mental/clever	mental/malin	3230	DECEIVE	verb
concepts-352	352	(e.g. door) is open	(porte etc.) est ouvert	open (door)	ouvrir (porte)	open/shut/open	ouvrir/fermer/ouvrir	3235	OPEN (STATE)	adjective
concepts-7651	7651	sharp-pointed tool (general term)	pointe, alêne, poinçon (tout implément pointu)	point, awl	pointe, alêne, poinçon	point/point	pointe/pointe	3255	POINT (POINTED END)	noun
concepts-3023	3023	clitoris	clitoris	clitoris	clitoris	body/genital	corps/partie génitale	3257	CLITORIS	noun
concepts-4055	4055	female sex organ (=clitoris)	sexe de la femme (=clitoris)	clitoris	clitoris	body/genital	corps/partie génitale	3257	CLITORIS	noun
concepts-5155	5155	inquiry, question (noun)	interrogation, question	question	question, interrogation	talk/question	parole/interroger	3268	QUESTION	noun
concepts-6816	6816	porch, veranda, covered area for sitting and talking in a courtyard	véranda, espace couvert dans une cour pour s'asseoir et parler	veranda	véranda	house/outside	maison/extérieur	3269	PORCH	noun
concepts-835	835	(people) surround, encircle (sb, sth)	(gens) encercler, entourer (qn, qch)	surround	encercler, entourer	motion/go around	mouvement/contourner	3274	ENCIRCLE	verb
concepts-2893	2893	cemetery	cimetière	cemetery	cimetière	life/death/cemetery	vie/mort/cimetière	3284	GRAVEYARD	noun
concepts-868	868	(plant) bear fruit or grain	(plante) pousser un fruit ou des graines	bear	pousser	birth/birth	naissance/naissance	3287	BLOOM	verb
concepts-2562	2562	braid (hair)	tresser (cheveux)	braid	tresser	grooming/braid	tressage/tresse	3295	BRAID (VERB)	verb
concepts-1002	1002	(sb) be kind to (sb)	(qn) ê. gentil envers (qn)	kind	gentil	good/bad/kindly	bon/mauvais/gentil	3299	KIND	verb
concepts-7041	7041	quarrel (verb only)	bagarrer verbalement (verbe seulement)	squabble, quarrel, argument	bagarre	fight/conflict	lutte/lutte	3302	QUARREL (VERB)	verb
concepts-6672	6672	photo	photo	photo	photo	write/draw/image	écrire/tracer/image	3304	PICTURE (PHOTOGRAPH)	noun
concepts-890	890	(projectile) strike, hit (target)	(projectile) atteindre (cible)	strike, target	atteindre, cible	hunt/target	chasse/cible	3307	HIT (A TARGET)	verb
concepts-4704	4704	harvest season	saison de récolte	harvest (season)	récolte (saison)	season/autumn	saison/automne	3327	AUTUMN OR HARVEST SEASON	other
concepts-2187	2187	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	fasting	jeûne	eat/fasting	manger/jeûner	3331	FASTING	verb
concepts-2388	2388	belief, what one believes	croyance, qch qu'on croit	belief	croyance	mental/believe	mental/croire	3333	BELIEF (RELIGIOUS)	verb
concepts-6154	6154	morning star(s)	étoile(s) du matin	star	étoile	celestial body/star	corps céleste/étoile	3340	MORNING STAR	noun
concepts-8640	8640	tall (person), lofty (tree)	(personne) haut de taille, (arbre) haut	tall	haut	size/tall/high	taille/haut	3346	TALL (PERSON)	other
concepts-7770	7770	sieve	tamis	sieve	tamis	winnow/sift/sieve	vanner/tamiser/tamis	3353	SIEVE (TOOL)	noun
concepts-5119	5119	incense (general word)	encens (mot général)	incense	encens	smell/incense	olfaction/encens	3356	INCENSE	noun
concepts-317	317	(drop) fall (on sb), land (on sb)	(goutte) tomber sur (qn)	fall	tomber	fall/fall	tomber/tomber	3359	DRIP OR DROP SOMETHING	verb
concepts-6420	6420	official, functionary	fonctionnaire	official, functionary	fonctionnaire	power/official	force/agent	3361	OFFICIAL	noun
concepts-6872	6872	powder (e.g. chemical)	poudre (chimique, etc.)	powder	poudre	food/flour	aliment/farine	3368	POWDER	noun
concepts-8996	8996	trust, confidence (in sb)	confiance (en qn)	trust	confiance	together/separate/trust	ensemble/à part/confiance	3370	RELY ON	verb
concepts-4334	4334	gallbladder (containing bile)	vésicule biliaire	gallbladder, bile	vésicule biliaire, bile	body/internal organ	corps/organe interne	3372	GALL BLADDER	noun
concepts-1472	1472	Chinese	chinois	chinese	chinois	ethnicity/asian	ethnie/asiatique	3373	HAN CHINESE	noun
concepts-7758	7758	sick person, (medical) patient	personne malade	sick	malade	medicine/disease	médecine/maladie	3375	PATIENT (SICK PERSON)	noun
concepts-8527	8527	sulfur (used with gunpowder)	soufre (pour la poudre à fusil)	sulfur, sulphur	soufre	weapon/gunpowder	arme/poudre à canon	3386	SULPHUR	noun
concepts-6026	6026	middle finger, middle toe	médius (doigt), troisième orteil	finger	doigt	body/finger/toe	corps/doigt/orteil	3387	MIDDLE FINGER	noun
concepts-6755	6755	placenta, afterbirth (e.g. of animal)	placenta (d'animal etc.)	placenta	placenta	body/secretion	corps/sécrétion	3388	PLACENTA	noun
concepts-5951	5951	measles, rubella (child's disease with fever, bad cold, hard red maculo-papules, often leading to pulmonary and other complications)	rougeole (maladie enfantine caractérisée par la fièvre, le rhume, et des maculo-papules rouges secs sur la peau, souvent entraînant des complications pulmonaires et autres)	measles	rougeole	medicine/internal condition	médecine/maladie interne	3389	MEASLES	noun
concepts-3176	3176	coop (for chickens or pigeons)	poulailler ou pigeonnier	coop	poulailler, pigeonnier	chicken/coop	poulet/poulailler/pigeonnier	3401	HENHOUSE	noun
concepts-4085	4085	file (tool)	lime (instrument)	file	lime	scratch/scrape/file	gratter/racler/limer	3407	FILE (TOOL)	noun
concepts-6759	6759	plane (wooden tool handles), trim with a plane	raboter (manches en bois)	plane	raboter	cut/carve	couper/tailler	3408	PLANE (TOOL)	noun
concepts-6543	6543	over there, over that way	là-bas	over there	là-bas	deixis/there	deixis/là-bas	3411	OVER THERE	other
concepts-3702	3702	each	chaque	each	chaque	quantity/each/all	quantité/chaque/tout	3416	EVERY (EACH)	other
concepts-7672	7672	sheath (of knife or saber)	fourreau, gaine (de couteau ou de sabre)	sheath	fourreau, gaine	part (object)/covering	partie (object)/couverture	3424	SHEATH	noun
concepts-5248	5248	joking, joke (noun)	plaisanterie, blague	joking	plaisanterie	serious/joking/joke	sérieux/blague/blague	3425	JOKE	noun
concepts-8537	8537	surname, family (=clan) name	nom de famille	name	nom	talk/name	parole/nom	3426	SURNAME	noun
concepts-3499	3499	direction (cpd final)	direction, sens (dans les composés)	direction	direction, sens	direction/cardinal direction	direction/point cardinal	3427	DIRECTION	noun
concepts-3101	3101	compare (two things)	comparer (deux choses)	comparison	comparaison	talk/describe	parole/décrire	3429	COMPARE	verb
concepts-2221	2221	be much, be numerous, abound	ê. beaucoup, ê. nombreux, abonder	much, many, a lot	beaucoup	quantity/a lot	quantité/beaucoup	3452	MUCH	other
concepts-5816	5816	make (two things) equal or level	égaliser, rendre égaux, niveler (deux choses)	equal, level	égaliser, niveler	quantity/equal	quantité/égal	3469	LEVEL	noun
concepts-5558	5558	liar, teller of falsehoods	menteur, celui qui dit du faux	liar	menteur	truth/lie/falsehood	vérité/mensonge/mensonge	3470	LIAR	noun
concepts-3694	3694	duty, obligation, necessary action	obligation, acte nécessaire	duty, obligation	obligation	desire/need/obligation	désir/besoin/obligation	3471	OBLIGATION (DUTY)	noun
concepts-3377	3377	dance (noun)	danse	dance	danse	fun/song/dance/dance	amusement/chant/danse/danse	3472	DANCE (MOVEMENT)	noun
concepts-2185	2185	be enough, suffice	suffire	enough	suffire	quantity/enough	quantité/suffisant	3475	SUFFICE	other
concepts-244	244	(child beggar) beg	(enfant mendiant) mendier	beg	mendier, quémander	talk/ask/beg	parole/demander/mendier	3534	BEG	verb
concepts-6208	6208	mushy, watery, hard to pick up in the hand (e.g. cooked rice, millet cake)	(riz cuit, tô, etc.) boueux, aqueux, en bouillie, difficile à prendre dans la main	mushy, watery	boueux, aqueux	food/consistency	aliment/consistance	3545	WATERY	adjective
concepts-4565	4565	greet (sb)	saluer (qn)	greet	saluer	greeting/greet	salutation/saluer	3552	GREET	verb
concepts-4855	4855	hello! (greeting to sb who is working or returning from work)	salut! (à qn qui travaille, ou qui revient après le travail)	greet	saluer	greeting/situational greeting	salutation/salutation (situation)	3553	HELLO	noun
concepts-5589	5589	light-colored, pale (ashy, tan, light blue) (adverb)	de couleur claire, pâle (cendre, kaki, bleu clair) (adverbe)	light color, pale	couleur, pâle	color/color	couleur/couleur	3604	LIGHT BLUE	adjective
concepts-9336	9336	warrior	guerrier	warrior	guerrier	fight/warrior	lutte/guerrier	3608	WARRIOR	noun
concepts-3971	3971	faint, swoon, lose consciousness	s'évanouir	faint	évanouir	body function/faint/come to	fonctionnement corporel/s'évanouir/reprendre	3616	FAINT (PASS OUT)	verb
concepts-8498	8498	stumble, trip (on a stone that catches one's foot)	trébucher (sur une pierre qui attrape le pied)	stumble, trip	trébucher	fall/stumble	tomber/trébucher	3617	STUMBLE	verb
concepts-438	438	(e.g. stick) be leaning (e.g. against a wall or tree)	(bâton etc.) ê. appuyé (contre un mur, un arbre, etc.)	lean	s'appuyer	press/squeeze/lean	appuyer/presser/appuyer	3619	LEAN	verb
concepts-2270	2270	be sleepy (sleepiness catch ...)	avoir sommeil	sleepy	sommeil	sleep/wake/bed/doze	dormer/réveiller/lit/somnoler	3620	SLEEPY	adjective
concepts-3268	3268	cripple, paraplegic (with paralyzed legs)	perclus (aux jambes paralysées)	cripple, paraplegic, paralyzed	perclus	medicine/cripple	médecine/perclus	3621	DISABLED PERSON	noun
concepts-5543	5543	leprosy (chronic disease affecting skin, peripheral nerves, eyes, and mucosities of the upper respiratory tract)	lèpre (maladie chronique qui attaque la peau, les nerfs périphériques, les yeux, et les muqueuses)	leprosy	lèpre	medicine/internal condition	médecine/maladie interne	3624	LEPROSY	noun
concepts-4816	4816	headache	mal de tête	headache	mal de tête	medicine/head condition	médecine/maladie de tête	3625	HEADACHE	noun
concepts-8614	8614	take by surprise, sneak up on (sb, e.g. enemy)	surprendre (qn, par ex. un ennemi)	surprise	surprendre	fight/stalk	lutte/guetter	3627	SURPRISE (SOMEBODY)	verb
concepts-4967	4967	honor, esteem, treat with great respect (sb)	honorer, considérer hautement (qn)	esteem, regard, honor	considérer, apprécier, estimer	treat well/mistreat/respect	bien/mal traîter/respect	3628	HONOR (SOMEBODY)	verb
concepts-5176	5176	intend, plan (verb only)	projeter (qch) (verbe seulement)	intend, plan	intention, projeter	desire/need/intend	désir/besoin/intention	3630	PLAN	noun
