NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
6463	palmist, palm-reader, fortune-teller who reads palms			
6465	pancake-like rice or millet cake			
6470	parallel cousin (father's brother's child)			
6471	parallel cousin (mother's sister's child)			
6472	parasol			
6475	park (vehicle)			
6477	parroting, imitation (repetition of another's words)			
6478	part of field on which stems were previously burned to make soda ash (new seeds grow quickly there)			
6479	part of the rumen (paunch) of a cud-chewing animal (often given to children or to the person who skins and butchers the animal)			
6484	pastille valda, small round green candy (sucked as cough drops or for head colds, sold by ambulatory pill-sellers)			
6487	patch up (garment)			
6489	patience			
6490	pauper, poor person			
6491	paw disease of cattle and goats			
6493	pay attention			
6494	pay dues, ante up, make a contribution			
6497	payment or compensation (for sth)			
6500	peaceful, well-behaved person			
6502	peanut greens (for fodder)			
6504	peanut sauce (of Bambara)			
6505	pebble of hard black rock that can be used as a bullet			
6507	peck at (sth)			
6508	peek at, look furtively at (sth)			
6509	peel (cassava) by breaking off its hard skin with the fingers			
6511	peer group, generation (set of persons of similar age)			
6512	penetrate into (dense forest, area with many boulders, etc.)			
6515	people of above, people who live on hills			
6517	perfectly spherical, in the form of a globe (intensifier)			
6518	perform (individual prayer) (verb only)			
6519	perform (pilgrimage) (verb only)			
6520	perform (work)			
6521	perform ablutions (Muslims)			
6522	perform dry ablutions (with earth, when water is unavailable)			
6523	perform the act of giving (bride)			
6524	perform the pilgrimage to Mecca			
6525	perform wedding (taking bride to husband)			
6526	perfume (sth), make fragrant (e.g. house)			
6527	period following rainy season just before millet harvest			
6528	period when grain harvest has just begun			
6529	period when grain harvest is nearly finished			
6530	permanent discoloration appear (on base of wall)			
6531	permanent discoloration due to moisture at the base of a wall			
6532	permanently, for good			
6533	persistent weeds (that survive weeding)			
6534	person of a foreign ethnicity			
6535	person of the same generation belonging to one’s father’s clan			
6536	person of the same generation belonging to one’s mother’s clan			
6537	person who habitually can't wait to start eating			
6538	person who has a skin rash			
6539	person who has become totally deaf (due to illness) but can speak			
6540	person who holds a traditional meeting			
6541	person who is more or less deaf or hard of hearing (but can vocalize)			
6542	person who knows God (=good Muslim)			
6543	person who seeks attention from others			
6544	person who speaks or acts in an uncautious manner (e.g. in the presence of old people)			
6545	person who speaks rudely			
6546	person whom one loves			
6547	person with a permanent limp (due e.g. to a badly healed broken leg)			
6548	person with hunched (curved) back			
6551	personal name			
6552	personal stock (of grain, separate from the stock of the extended family)			
6555	pestering (noun)			
6557	pestle with thick business end for pounding millet grain spikes (in large mortar, or on rocks)			
6558	pestle with very thick business end, for pounding millet grain spikes, fresh onion leaves and bulbs, or pottery clay, on a rock			
6561	phrase at beginning of riddle			
6562	phrase at end of tale			
6564	pick (e.g. grain of sand) out of one's eye with a finger			
6565	pick (e.g. mangoes) one by one			
6571	pick (plant sprouts) one at a time, uprooting by hand			
6573	pick and remove delicately (tiny particles, e.g. sand from grains, lice from head)			
6574	pick off (a small piece of a leaf, etc.) by hand			
6577	pick out a small amount (of mud, etc.) with the hand			
6578	pick out selectively (what one wants, e.g. eating from a collective bowl)			
6581	pick up one by one (fallen fruits, e.g. mangos)			
6582	pick-hoe (any type)			
6583	pick-hoe with a long straight shaft that has a bulge at one end (pin of blade is inserted into hole in this bulge), for sowing			
6584	pick-hoe with axe-like blade (handle hooked at end, back of blade has metal sleeve that covers end of handle), for sowing in hard earth			
6585	piece of cloth			
6586	piece of cloth used as casing for a bullet inside the gun barrel			
6587	piece of hollowed millet stem used as casing (cartridge) for bullet inside gun barrel			
6588	piece of millet stem wrapped around penis of just-circumcised boy to protect the wound			
6589	piece of wood for base of granary			
6590	piece of wood used as a place-holder for earrings (young women)			
6591	piece xxx			
6592	pieces (in native board game)			
6593	pieces of broken earthenware waterjar that are ground up with stones and mixed into fresh clay to make a new jar			
6596	pigeon coop, dovecot			
6599	pile (things) up in a corner			
6602	pile up (wood) in a disordered heap			
6605	pilgimage to Mecca			
6607	pillar in the middle of a large room (in some houses), supporting the main ceiling beam			
6610	pin (sth) in place (e.g. garments drying on a clothesline with clothespins)			
6612	pin on, attach (silver coins, to hairstyle) (verb only)			
6613	pin on, attach silver coins (to hairstyle) (verb plus noun)			
6614	pincer-like front claw of scorpion			
6616	pinch (e.g. a child) on the skin with one's thumb and index finger			
6617	pinch (e.g. a child) painfully on the skin with one's fingernails			
6618	pinch and twist (skin)			
6619	pinch of gunpowder (in rifle)			
6620	pink-eye, hemorrhagic conjunctivitis (contagious eye inflammation appearing in West Africa in periodic epidemics since 1969) (sometimes named Apollo since an outbreak coincided with the Apollo space mission)			
6621	pinky (finger)			
6622	pistol, revolver			
6625	pit near village where gravel is obtained			
6626	pit remaining after earth for mud-bricks has been removed			
6628	pit-trap (for cannibalism)			
6630	pitiable, one for whom one feels pity			
6634	place (millet grains spikes) vertically as the first (lowest) layer in a basket or shoulderbag			
6635	place (pail) underneath (e.g. under water tap)			
6636	place for old women to converse while spinning cotton			
6637	place seed-manure mix in pit slashed with pickhoe before the rains			
6638	place to sit			
6639	place with many wide flat stones			
6641	placenta of human (euphemistic)			
6645	plains near the base of the cliffs			
6647	plastering, replastering (wall)			
6648	plastic bracelet			
6649	plastic man's shoe with raised front (often it doesn't go to Mopti)			
6650	platform at side of vestibule used as shelf for objects often taken outside (formerly also used by men for midday naps)			
6652	play the native board game			
6653	plea, act of begging			
6654	plead (verb only)			
6655	plead, do some pleading or begging			
6656	pleasant (cool) weather			
6660	pleasing			
6661	pleasing shape (of manufactured object)			
6666	plot of land with poor soil in which crops do not grow well			
6667	plump (animal)			
6669	pocket in the upper chest of a boubou (hand inserted from the side)			
6670	pocket on the side of a boubou (hand inserted from the top)			
6671	pod shell (of legume)			
6672	point at, indicate (by pointing)			
6673	pointed metal implement for undoing braids			
6674	pointed pin at the back of some hoe blades (inserted into a hole in the wooden handle)			
6675	pointed tip of palm frond (used for weaving mats, hand fans, etc.)			
6678	poisoned arrow			
6679	poisoned spear			
6680	poke (sb) by thrusting with a stick or other object			
6681	poke (sb) with one's finger (straight in)			
6682	poke (stick) around in a burrow or between rocks, to make animal come out			
6683	poke and/or touch playfully (e.g. a cousin)			
6684	poke around (a splinter) with a needle to create an opening for extracting it			
6685	poke fun at, tease (sb) by insulting			
6686	poke fun, mock (verb only)			
6687	poke with one's finger or fingers moving laterally (person to wake him up, ear to dislodge wax)			
6688	policeman, cop			
6689	polio			
6690	political power			
6691	pond fed by spring water (does not dry up in dry season)			
6695	pony tail (ball of hair on back of head)			
6696	poor behavior (making false claims, acting childishly, etc.)			
6697	poor worker (weak or shiftless)			
6698	poor-quality millet grain (often left in fields to be harvested by poor women)			
6699	poor-quality millet plants growing from regular seeds but with small grains (fast-growing)			
6700	poorly behaved person (childish or dishonest)			
6701	poorly put on, in the wrong position (hat) (adverb)			
6702	poorly-behaved person who does things without being told to do them			
6705	porridge made with whole grains			
6706	portable wooden bed			
6707	portion (of an animal slaughtered in common)			
6708	portion (the neck) of a slaughtered animal given to the person who skins and butchers it			
6709	portion of a field farmed by one person during the entire daytime			
6710	portion of a field farmed by one person in the morning			
6712	portion of field on which manure is laid (may be rotated annually)			
6713	portion of harvested grain reserved as seedstock for the following year			
6714	portion of the harvest or of a herd that a Muslim must not consume (to be given to the poor in the annual zakat)			
6716	positioned obliquely, at an angle, neither right-side-up nor inverted (calabash, pail, or similar object with one open side) (adverb)			
6717	possession of (sb)			
6718	possessiveness, habitual reluctance to lend things to others			
6719	post-harvest feast			
6720	postpone (an event)			
6723	poultry			
6724	pound (clay for pottery-making) with a pestle			
6725	pound (cow-peas) gently in a mortar with a little water to remove their outer covering			
6728	pound (grain etc.) in a mortar, with a pestle (general word)			
6739	pound lightly in a small mortar (cooked roselle-seed pulp that is fermenting to become macari spice)			
6740	pound very gently in a small mortar with a lot of water (cooked roselle-seed pulp, seeds of cow-pea, corn grains)			
6741	pounded millet grain (before sifting)			
6742	pounding mortar (any kind)			
6744	pour (liquid) over or onto (sth)			
6745	pour (tea) back and forth			
6746	pour (water) onto the body (as one begins bathing)			
6747	pour out, dump (contents of container, on the ground)			
6750	pour rapidly (warm beverage, e.g. cream of millet or beer) from calabash or pot into a large jar			
6752	pouring a little with a quick motion from a kettle or similar container with narrow spout (adverb)			
6753	pouring continuously from a kettle or similar container with spout (adverb)			
6754	pouring out a lot (intensifier)			
6755	pouring out all the liquid in a pail or other container (intensifier)			
6756	pouring out or spilling grain noisily, e.g. from a height (adverb)			
6757	poverty			
6758	poverty (difficulty)			
6760	powdery soda ash from the ashes at the top of burned millet stems			
6761	powerfully (adverb)			
6762	practice in some villages whereby the future bride, having been conducted (often forcibly, by the fiancé's friends), cohabits with him for 1-3 days			
6763	practice maleficent magic			
6767	prayer (Muslim worship)			
6768	prayer beads, rosary (of Muslims)			
6769	prayer mat			
6770	prayer recited by the Muslim men of a village (at the two major religious holidays, or in a time of crisis)			
6771	prayer skin (sheep- or goatskin)			
6772	pre-dawn Muslim prayer (5 AM)			
6773	pre-dawn meal on fasting day			
6776	prematurely shriveled and hard (fruit)			
6777	prepared food (cooked meal, salad, etc.)			
6779	press (sb) against a wall			
6780	press against, push on or against (sth) with one's hand			
6782	press out (oil, from fruit pits or nuts, in several stages)			
6783	press the flat of one's fingertip against (sb, sth)			
6784	pressure, harass (sb)			
6785	pressure, harass (sb) (tighten)			
6786	pressure, harassment			
6791	private field (owned by an individual, not by an extended family or by the village)			
6792	private room off limits to women, where men guard secret objects			
6795	procession taking bride to husband's home			
6796	procession taking young bride to husband for a one-month period (Nanga and Tommo practice)			
6797	product (of work) (cpd final)			
6798	production, yield (e.g. of a field or factory)			
6801	pronotum (of grasshopper)			
6802	pronounce an Arabic greeting (at the end of a Muslim prayer)			
6803	pronounce an Arabic greeting (at the end of a Muslim prayer) (verb only)			
6804	prop (rock, etc., used to hold up sth that would otherwise fall)			
6805	prop up (sth that would otherwise fall)			
6806	prop up (sth), reinforce (e.g. wall)			
6807	prosperity, welfare, good times (for the community)			
6808	prosternation in prayer (touching forehead to ground)			
6810	protective amulet (thought to confer invulnerability)			
6811	protective amulet in the form of a small knife			
6812	protective house amulet (hung or buried at the courtyard gate)			
6813	protruding sore (e.g. on hand)			
6814	protrusion (knot) in tree used as a foothold			
6818	provide for, take care of (sick person, woman who has just given birth)			
6819	provocateur, instigator of quarrels, one who incites others to fight			
6820	provoke (sb) agressively with an insult or accusation			
6821	prudence, wisdom			
6822	pubic bone			
6825	puff up one's cheek (with air)			
6826	pull (sb) out (from the surface of the water)			
6827	pull (sb) out from the water			
6829	pull (sth) in toward oneself (e.g. grass)			
6832	pull back abruptly (sth that one has pretended to offer sb in one's hand)			
6833	pull back up, reposition (upper sleeve of boubou, on one's shoulder)			
6834	pull back, retract (outstretched arm)			
6835	pull in (leg sticking out, perhaps blocking sb's way)			
6836	pull in (one's stomach) (verb only)			
6837	pull in one's stomach			
6839	pull off (e.g. garment) forcefully			
6840	pull off (fruit, by pulling down with hooked pole)			
6841	pull off (small twig, from a tree) without twisting			
6842	pull off (twig or small branch, without twisting)			
6844	pull off the remaining pieces of flesh on the inside of (an animal hide) during the tanning process			
6845	pull off, remove by pulling (e.g. flowering stem of onion, leaf at top of millet stem)			
6846	pull off, strip off (a strand of bark fibre)			
6847	pull off, yank off (branch, from a tree) without twisting			
6848	pull out (meat from oven with a hook)			
6849	pull up the ends of (pants, e.g. to wade in water)			
6850	pulley (for well)			
6851	pump (e.g. water)			
6852	pump air			
6853	punch (sb, at close range, without a windup)			
6854	punch, slug (sb)			
6855	puncture (pimple) with a needle (to remove pus)			
6856	puncture (sth), put a hole in			
6859	pupil in koranic school (any age)			
6860	pupil in secular (not Koranic) school			
6862	purse and project out one's lips, pout			
6863	purse one's lips (without projecting them out, i.e. not pouting)			
6864	pursing and projecting out one's lips, pouting (intensifier)			
6867	push (sb) down to immerse him/her in water (as children playing)			
6868	push (sth) to the side			
6869	push (unburnt ends of firewood) into a dying fire, stoke (fire)			
6870	push and make fall (sth, sb)			
6871	push down on (e.g. a rock) with one's hand, to support oneself while climbing or getting up			
6873	push-cart (pushed by a man, in markets)			
6874	put (calabash) right-side up, floating on water in a pail			
6875	put (chewing tobacco) into one's mouth			
6876	put (child) on the back of (someone else)			
6877	put (cigarette) in (mouth)			
6878	put (e.g. batteries) in backwards			
6879	put (e.g. bent arms) part-way around (sb, sth)			
6884	put (roll) a turban on (sb)			
6886	put (shoes) on the wrong feet (left shoe on right foot, etc.)			
6887	put (sth) across (doorway)			
6888	put (sth) across (road)			
6889	put (sth) beside (sth)			
6890	put (sth) on a wall			
6892	put (sth) up against (a surface)			
6893	put (sth) up on (sth)			
6897	put (two objects) side by side			
6898	put a few drops in (eyedrops, eardrops)			
6899	put a hat on (sb)			
6900	put a lid on, cover (e.g. jar) with its lid			
6902	put a pinch of gunpowder in (rifle)			
6903	put a sheet over oneself and some burning incense or herbs (medical treatment)			
6904	put a stop to (e.g. a fight)			
6905	put a thorn-branch fence around (a place)			
6907	put down (thorn branches) to make a fence			
6908	put down and leave (sth) (bury)			
6911	put earth into (large pit)			
6912	put in or on backwards			
6913	put on (shirt) the right way (after it was put on backwards)			
6914	put on one's shoes			
6918	put one (e.g. mattress, brick) on top of one other (vertically)			
6919	put one's finger on the trigger			
6921	put shoes on (sb)			
6922	put sth around (sth), surround (sth) with sth			
6923	put two or more (objects) on top of another object of the same type			
6924	put up with (mistreatment or offence), suffer without complaint			
6926	pygmy-like, short and squat			
6927	quandary, dilemma			
6929	quarter of a slaughtered animal consisting of one upper leg and the adjacent quarter of the torso			
6930	quatrefoil necklace jewel			
6931	queasy feeling in stomach (from consuming sth acidic, e.g. soured milk or cream of millet)			
6932	quick learner			
6935	quilt-like composite fabric consisting of pieces of different kinds of cloth			
6937	quivering in the air (dog's tongue sticking out, bone that dog is chewing hungrily) (adverb)			
6938	quivering of biceps of diviner, attributed to an ant-lion larva inside			
6939	race (running)			
6940	rag rolled up as a cushion for a load carried on head			
6942	raid, razzia (organized attack on a village for plunder or slave-snatching)			
6944	rain fall			
6946	raindrop, drop of rainwater			
6947	rains taper off, begin to end (around the end of August or early September)			
6948	rainwater			
6949	rainy season approach (May-June)			
6950	rainy season begin (begin)			
6951	rainy season begin (dawn)			
6952	rainy season have begun, be underway			
6954	rainy weather (=wet season) has ended (around October)			
6955	rainy-season farming (millet etc.)			
6956	rainy-season huts or houses (built in the bush by those who farm fields far from their village)			
6957	rainy-season work (millet farming)			
6963	raised spot (e.g. threshold)			
6966	rake up (dry grass) with a branch			
6967	rake up (dry grass) with rake			
6973	ram into, bump (sb) hard			
6974	ramrod (inserted into gun barrel)			
6975	rancid (meat)			
6976	rancid (meat) (adverb)			
6977	rancidness (of meat)			
6978	ransack, search through (belongings)			
6979	ransom, bail out (a captive)			
6980	rap (sb) with knuckles			
6981	rapist in the bush			
6983	rarely			
6984	rasping, gurgling noise made by slaughtered animal as breath escapes through the neck			
6985	rattling (sound)			
6986	rattling of old vehicle doors (sound)			
6987	raw (unroasted) peanuts			
6988	raw soda ash (ashes of burnt millet stems)			
6990	rays of sun bringing warmth in early morning			
6992	razor blade			
6993	re-clear, clean up (shrubs and long tree branches in an existing field, before a growing season)			
6994	re-grind after the first grinding (e.g. millet grains)			
6996	re-pound (karité or wild grape pits) in a mortar (after grinding, before extracting the oil)			
6997	reach the final stage of negotiating a price (where buyer and seller are already close)			
7001	reappear, come back into view (after being hidden behind sth)			
7004	rear hoof			
7006	reasonable price, acceptable price			
7007	rebalance (sth) by putting sth under its low side			
7008	rebel, revolt (verb only)			
7009	rebound, ricochet, bounce (off)			
7010	receive an inheritance (worldly goods)			
7012	recesses in facade of house flanking main door			
7013	reciprocally, each other (more than two humans)			
7014	reciprocally, each other (nonhumans/inanimates, any number)			
7015	reciprocally, each other (two persons)			
7016	recitation of the teya (greeting God, after two prosternations in a Muslim prayer)			
7017	recitation, repetition (from memory)			
7018	recite (magical spells or verses) (verb only)			
7019	recite the teya near end of Muslim prayer			
7022	recited segment of Muslim prayer (preceeding greetings)			
7023	reckless (incautious) person			
7024	recklessness, reckless action (e.g. challenging a stronger man to a fight)			
7026	recognized value or importance (of sth/sb), prestige			
7028	recover consciousness, come to (e.g. after fainting)			
7030	red (brown) earth			
7032	red cow-pea			
7033	red felt hat with tassles, worn by horsemen			
7034	red felt skullcap with tassles in rear, worn by horsemen			
7035	red hat (part of dancing costume)			
7036	red kola nut			
7037	red medicinal powder for various maladies, made by boiling several bitter-tasting tree roots along with some broken-up red rock and some honey			
7038	red oil from oil palms (which grow in Côte d’Ivoire), used in cooking riz au gras and in some sauces			
7039	red roselle (fairly thorny, fast-growing)			
7040	red roselle variety with large fruits (for juices)			
7042	red sauce made from oil palms (which grow in Côte d’Ivoire)			
7043	red spice powder for rice sauce			
7044	red stain (e.g. in plant stalk, or blood in urine)			
7045	red velvet (especially for women's garments)			
7046	red yarn ornament worn by women on ears			
7049	red-brown velvet (especially for women's garments)			
7050	reddish (adverb)			
7051	reddish brown (e.g. goats)			
7052	reddish fuzz (flowers) on millet grain spike (just before the first grains appear)			
7054	reddish-brown and white cow-pea			
7056	reed flute (of children or herders, from a grass stem) with a flap that is blown into			
7057	reel in (e.g. well rope, animal intestines) by arm-lengths			
7058	reexcavate, unstuff, reopen (well or pit in ground that had been filled up)			
7059	reflection, reflected image (of sb or sth)			
7060	reflection, thinking over			
7062	register (sb, by name)			
7065	reinforce (basket made from grass stems) by sewing a large piece of leather or inner bark around the base			
7066	reinforce the rim of (basket) with strips of leather or inner bark			
7067	reject (what someone else has said)			
7068	rekindle (fire)			
7069	relatively thick circular earring in metal			
7072	reluctantly			
7073	rely on, depend on (sth)			
7075	remainder (of fruit etc.) left after birds have pecked at it			
7079	remind (sb)			
7080	removal of large weeds only (during or before first round of weeding)			
7081	removal of large weeds only (during second round)			
7082	remove (a barrier) that sth is up against			
7083	remove (ax blade) from handle			
7084	remove (banana) from its skin by peeling it open at the top then squeezing its bottom			
7085	remove (object blocking the motion of sth else)			
7086	remove (object inserted under sth)			
7087	remove (splinter, e.g. from one's foot)			
7088	remove all the bark including the green inner bark of (a tree)			
7089	remove animal-hide cover from (calabash tomtom)			
7090	remove blade (of ax or hoe) from handle			
7092	remove foot from (sth that one has put one's foot on)			
7093	remove hairs from (a well-soaked animal hide) by sweeping with the hand			
7094	remove hairs from (animal hide) by plucking the hairs using the thumb and forefinger			
7095	remove hairs with a stone from, depilate (skin of pig or dassie) after pouring very hot water on it			
7096	remove heavy particles such as sand from pounded millet by pouring back and forth between calabashes with some water			
7097	remove reinforcing branches and stems from (stone fence)			
7098	remove the bark from (a tree)			
7099	remove the dry outer bark from (a tree)			
7100	remove the hard outer layer of stem			
7101	remove the object immobilizing (sth)			
7102	remove, dredge out (sediments, e.g. sand from river, sediments from cream of millete)			
7103	remove, get rid of			
7104	remove, pick out (earwax)			
7105	render a legal judgement, decide a case			
7106	renew, restart (e.g. a ceremony, after an interval)			
7107	rent (sth, from owner)			
7108	rent (sth, to sb)			
7109	reopen (stopped up or stuffed hole in wall)			
7110	repair (fissure in wall) by cutting out a vertical section filling it with new mud bricks			
7111	repair by soldering (e.g. old daba blade, or automobile body, by welding on new soldering metal)			
7114	repeated going and coming (back)			
7115	replace, take over from (sb)			
7116	replaster (roof of mud-brick house) by spreading wet earth			
7117	replaster (wall) by smearing wet banco on it			
7118	report (e.g. what sb has just done)			
7119	repound and rewinnow (grain residue left after first winnowing)			
7120	reprimand (sb) angrily, give (sb) a piece of one's mind, chew (sb) out			
7121	reproach, criticise (sb, e.g. for a social faux pas)			
7123	resemblance, similarity			
7125	resembling (predicative adjective)			
7126	resident, native of (a place)			
7127	residents, natives of (a place) (suppletive plural)			
7128	residue from sifting flour (grains that remain in the sieve)			
7129	residue left after first winnowing of millet spikes (to be re-pounded)			
7130	residue of a meal that remains in a bowl after one has eaten (can be eaten by children or beggars)			
7131	resolve (a problem)			
7132	resources, means, wherewithal (to do or buy sth)			
7133	respectable, trustworthy (person)			
7134	response to griot			
7136	rest break in the fields around 4PM			
7138	restfulness, ease, comfort			
7139	restless, always in movement			
7140	restlessly moving around (adverb)			
7141	resuscitate, bring back to life (corpse)			
7142	retain (grains) in calabash while liquid is poured off by holding a flat round winnowing van at the edge of the calabash			
7143	reticulum (small second stomach of cud-chewing animal connected to paunch, netlike, difficult to clean)			
7144	retract or nullify one's curse			
7146	return to the world beyond (=die)			
7147	returnee, one who comes back from the big city to the village			
7148	reveal (an important, deeply held secret)			
7151	reverse side (of sth)			
7152	revive, breathe life back into (person or animal on the brink of death)			
7153	revolt (not accept)			
7154	rewind (cassette) with a stick, by spinning			
7158	rice cake (pancake form)			
7159	rice porridge			
7160	rich earth, loam (for bricks)			
7161	rich person, wealthy person			
7162	rickety, shaky, poorly encased (door) (adverb)			
7165	ridge between two furrows in a plowed field			
7167	rifle cover (made of animal hide)			
7168	rifle dance, in which ceremonial rifles are shot, danced by young men during the two major Muslim holidays			
7169	rifle whose mechanism consists of two metal pieces that strike each other (without a flint)			
7171	right foot			
7173	right now			
7174	rightful possession (sth earned)			
7175	rim (e.g. of bowl)			
7176	ring (a bell) by shaking			
7177	ring (circle) around sth			
7179	ring finger			
7180	ring on thumb for clanging the bell in bell dance			
7181	ring worn around the thumb for clanging a bell held by the other fingers (during ceremonies)			
7182	ringing (of new earthenware waterjar)			
7185	rinse oneself off (while bathing)			
7186	rinse oneself off by pouring water			
7187	rinse out (e.g. kola nut residue, from mouth)			
7188	rinse out (one's mouth) (verb only)			
7189	rinse out one's mouth			
7190	rip off, pull off (feet of chicken, etc.)			
7194	ripe and well-developed (rough) (millet grain spike)			
7195	ripe but dry and poorly-developed (millet grain spikes)			
7196	ripe without having changed color			
7198	rising (of sun)			
7199	rival (of the same extended family or ethnicity)			
7200	rival clan			
7201	rival, competitor			
7202	riverbed (often dry)			
7206	roast (meat) directly on fire			
7207	roast (meat) in a covered oven			
7208	roasted (grilled) meat			
7209	roasted peanuts (shelled or unshelled)			
7211	rob (sb) in the fields			
7212	robber who attacks people in the fields to rob them			
7213	rock gum, gum-like substance on underside of rocks (remedy for white-spot eye disease or for chronic headache, rare but occasionally found in the hot season)			
7214	rocky hill			
7215	roll (dough) between hands with a back and forth longitudinal motion			
7216	roll (e.g. barrel) on the ground			
7217	roll (food) into balls			
7218	roll into smooth-surfaced balls (e.g. macari spice, leaves mixed with millet, pounded onion bulb) in the palm of one hand			
7219	roll on (turban, shawl) on one's head			
7220	roll on a turban (on one's head)			
7221	roll on the ground (e.g. a boulder too heavy to lift)			
7224	roll up (mat)			
7225	roll up the ends of (pants, e.g. before wading in water)			
7226	rollup consisting of stomach parts such as reticulum or abomasum plus some fat (roasted briefly and eaten soon after an animal is slaughtered)			
7228	roof terrace			
7229	roof-building (covering)			
7230	roofing (beams and mud etc.)			
7231	room with a ceiling approximately head-high under a raised granary (used for storage)			
7233	rooster with flattened comb (crest)			
7236	root tuber			
7237	rope around donkey's tail (part of overall harness)			
7239	rope attaching the yoke to the wooden poles of a cart			
7240	rope connecting the wood blocks of a donkeys back harness to the poles of a cart			
7241	rope lowered into well			
7243	roselle (ordinary variety, few thorns, used for macari)			
7244	roselle calyx (for beverages, or as sauce ingredient)			
7245	roselle leaves			
7246	roselle plant			
7247	roselle seeds for macari spice			
7248	roselle varieties whose calyx cover is used			
7249	roselle variety with medium-sized reddish fruits (fast-growing, thorny, for sauce)			
7250	roselle, bissap (cultivated hibiscus, used in cooking and for beverages; Hibiscus sabdariffa)			
7252	rotting wet earth (taken from a drying pond, or made by mixing earth with water and manure, to be used in replastering a roof or an external wall)			
7253	rotting, fermenting (wet earth)			
7257	roughly conical in shape (e.g. thatched granary roof, some hats)			
7259	round bread from ground millet baked between two hot stones (especially by herders out in the bush)			
7260	round bread from wheat flour (Timbuktu-style)			
7261	round bread, from millet flour, cooked in pot with leaves of Ficus abutilifolia			
7262	round stone			
7263	rounded brass bracelet (cross-section half-circle)			
7266	row of mounds of earth shaped by hand (not by a plow) in a field			
7267	row of plants (e.g. millet) in a field farmed by one person in the afternoon (while others farm adjacent rows)			
7269	rows of Muslim worshipers			
7273	rub (e.g. knife) back and forth against a surface			
7275	rub (hands) together with back and forth longitudinal motion			
7276	rub (leather) between one's thumb and forefinger (to soften it)			
7277	rub (one's body) with a sponge			
7278	rub (one's body) with a stone (e.g. the medicinal black stone)			
7279	rub (one's body) with the hand			
7281	rub (soap bar) between one's hands			
7282	rub (soap) on one's body			
7284	rub gently in washing (fabric with delicate colors, especially jeans) by placing it on a flat stone and gently moving the palm of one's hand over it			
7286	rub in (oil, lotion)			
7287	rub off skin of (shelled peanuts) with fingers			
7288	rub on liberally (lotion)			
7289	rub on, apply by hand (perfume)			
7290	rub one's eye (lightly, with fingers, to remove a particle)			
7291	rub one's eyes (with forearm)			
7293	rub with a stone (animal hide) to smooth it, on the inside surface (after removing the flesh, but before rubbing the skin with oil)			
7294	rubber waterbag in well			
7295	rumble (of motor vehicle)			
7296	rumble (of thunder)			
7297	rumen, paunch (first stomach, non-elastic, of cud-chewing animal, into which fodder is pre-digested)			
7298	rumor			
7299	rump section with or without tail (in butchery)			
7300	rumple, squeeze into a clump (e.g. rag, without folding)			
7302	run (e.g. across a field) leaving widely spaced footprints			
7303	run a race			
7305	run headlong			
7306	run over (e.g. a child, with a wheeled vehicle)			
7308	running at top speed (adverb)			
7309	running hard (adverb)			
7312	runty, shortish (cow)			
7314	runty, shortish (sheep)			
7315	runty, stunted (person)			
7317	sack made from four goatskins (carried on head, e.g. at millet harvest or to carry hay)			
7318	sacred meeting at Dioni village (Najamba)			
7319	sacred place where oaths are taken			
7320	sacrificial ram (for the Feast of the Ram)			
7321	sacrilege, act forbidden by Islam			
7326	sadness, disappointment			
7327	sailor's soft cotton hat with small foldout brim			
7328	sale (transaction)			
7332	salt in small chunks (larger than grains)			
7333	saltlick, salty earth (licked by livestock)			
7336	salty-tasting (adverb)			
7338	sameness			
7339	sanctuary, refuge (rooms in mud-brick hidden in rocks where women and children formerly hid during battles)			
7340	sanctuary, refuge for the women and children of the village during a battle (in a cave entered by a secret passage)			
7342	sand dune (small to moderate size)			
7343	sand of a large antmound in the fields (of army ants, Messor sp.)			
7346	sandal made from rubber of old tires			
7347	sandal with heel strap (hard to put on)			
7348	sandy plains, flat land with sandy soil			
7349	sapling, young tree			
7353	sauce ladle			
7354	sauce made from flowers of kapok tree (Bombax)			
7355	sauce made from leaves of an amaranth (Amaranthus dubius), mainly in southern Mali but increasingly farther north			
7357	saw (gourd) in half (to make calabashes)			
7358	saw (small gourd) in half to make ladles			
7363	say a proverb			
7365	say mid-day greetings (11 AM-1 PM)			
7366	say morning greetings, say good morning			
7367	say one's beads (verb only)			
7368	say sth false (lie, exaggeration, or honest mistake)			
7369	saying (adverb)			
7370	sb sent to deliver a message or object			
7371	sb who behaves strangely			
7372	sb who cannot be counted on at work or in a group activity (e.g. who tends to chicken out in a fight)			
7373	sb who does poor work			
7374	sb who has or is characterized by (sth)			
7375	sb's family (courtyard)			
7377	sb's tendency to bring luck (usually bad) to others			
7378	sb’s fate as revealed to him/her by an omen			
7382	scales on skin (due to lack of bathing)			
7383	scales on tree bark			
7384	scalp ringworm, fungal skin disease (mainly of children) with white bald spots on the top of the scalp (tinea capitis)			
7386	scarification (decorative facial scars, general word)			
7387	scarifications from temple or from nose to cheek (on one or both sides of face)			
7388	scarify (sb), cut decorative scars on (sb)			
7391	scold (e.g. a child) angrily			
7393	scolding, reprimand (noun)			
7394	scoop (liquid) from the bottom of a nearly dry container (e.g.bucket)			
7395	scoop (liquid) with a ladle or other small container			
7397	scoop and serve (sauce) from the sauce pot into an empty bowl with a ladle			
7398	scoop out (dirt that has accumulated in a pit)			
